DBA_Name,Batch_ID,PL_Lambda_max,absorbance_peak,SO,T80,SO*T80,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,O11,O12,O13,O14,O15,O16,O17,O18,O19,O20
DB_13_A_023,,,,,,,4.028246578,4.67100849,4.923419372,5.0391671,5.255536996,5.33405353,5.47960605,5.679920536,5.8004043,5.917267848,6.0341066,6.0644817,6.082384412,6.276896634,6.341601796,6.43140051,6.47708714,6.660850296,6.72560505,6.741176938,1.480479132,0.107161599,0.207258856,0.02441519,0.068291039,0.010705449,0.047276933,0.010104155,0.081853986,0.015266576,0.034638119,0.324672499,0.016647425,0.032407819,0.097402162,0.256070464,0.017757977,0.005368949,0.017889478,0.004110162
DB_13_A_024,,,,,,,4.163657534,5.00786215,5.11144744,5.189542442,5.306046448,5.383323182,5.444693282,5.662588132,5.813967712,5.858575716,5.909395118,5.997061376,6.134480808,6.171240878,6.239901002,6.42551146,6.426577688,6.538221678,6.549912992,6.668437872,1.261504728,0.046589218,0.029340536,0.013886513,0.019925116,0.005968616,0.13430327,0.189673904,0.225222455,0.02548866,0.039330638,0.022569975,0.056766619,0.008708742,0.003657401,0.083431943,0.018434097,0.069945976,0.004614027,0.011381932
DB_13_A_025,,,,,,,4.112503386,4.746301544,5.063925906,5.17839664,5.254594748,5.551440062,5.663815534,5.727925592,5.83065542,5.87138285,5.898274112,6.05809673,6.189850276,6.329774104,6.333443912,6.383271474,6.459407592,6.494580718,6.549937788,6.734147272,1.526191964,0.06444552,0.002300079,0.268818619,0.269487994,0.11107705,6.11E-05,0.054691289,0.171140723,0.062715286,0.007609303,0.067997059,0.363692117,0.008911933,0.008915194,0.053517707,0.019335334,0.127211958,0.1878346,0.262244302
DB_13_A_026,,,,,,,4.121801886,4.171530264,4.724022338,4.856445376,4.980735326,5.05051127,5.126101876,5.434427738,5.460227976,5.59484546,5.691686238,5.7477128,5.830754604,5.847057974,5.876131284,5.884636312,5.955044554,6.236652726,6.260952806,6.376712932,1.920335321,4.42E-05,2.71E-05,0.038401052,0.179395744,0.142864048,0.009035871,0.220177336,0.142271624,0.432996121,0.117527531,0.114486484,0.12437077,0.09134707,0.005104363,0.127488682,0.022263446,0.073433833,0.012260308,0.036281135
DB_13_A_027,,,,,,,3.864964918,4.179998098,4.320231876,4.477959232,4.742892094,4.756951426,4.767514522,4.837984754,5.02949666,5.116171078,5.381451084,5.47334506,5.62379479,5.699397794,5.730367998,5.800081952,5.838999274,5.875027862,5.974682986,6.02945735,0.766063464,0.00017622,0.964858243,0.00385638,0.000458321,0.042636182,0.000294661,0.001010833,0.103593308,0.000420094,0.020417113,0.000276657,0.007903465,0.018169774,0.031414946,1.796510731,0.203130657,0.030015032,0.001286111,0.569690199
DB_13_A_028,,,,,,,3.310985084,3.443408122,3.810537698,4.204198994,4.320715398,4.411654728,4.691514782,5.028331248,5.081233514,5.35525411,5.363399596,5.412359298,5.463637426,5.62794812,5.65392193,5.778174686,5.789456866,5.82706,5.932207438,6.016798992,0.194702072,0.102412341,0.002347117,1.375003099,0.04558412,0.034839553,0.019817541,0.03905065,0.020385427,0.119194668,0.023829619,0.191580546,0.032791261,0.063395652,0.098042589,0.009961399,0.03989415,0.051177501,0.069732284,0.685689367
DB_13_A_029,,,,,,,3.961557736,4.845832688,4.91989834,5.385492832,5.684148254,5.753961392,5.770227568,5.934501068,5.94167951,6.213170914,6.232127456,6.351854942,6.492014332,6.644261772,6.646790964,6.674413708,6.78362769,6.895668416,6.933717878,7.104574716,1.687215796,0.066693407,0.005769191,0.020519788,0.000284779,0.097089516,0.001012828,0.127396354,0.013340485,0.066410241,0.007555154,0.018958641,0.02339688,0.067004336,0.002656516,0.009505651,0.00033655,0.054006259,0.000992525,0.082605001
DB_13_A_030,,,,,,,4.222746402,4.860499522,4.99490624,5.093445544,5.374917338,5.590295394,5.625642092,5.732798006,5.734186582,5.815753024,5.88855408,5.944233498,6.10861858,6.12975717,6.371790926,6.395409116,6.444517594,6.498585272,6.59412426,6.625230842,1.340995922,0.119453066,0.020728381,0.011525021,0.055522215,0.219768447,0.001277559,0.010678919,0.038099659,0.042119813,0.089516764,0.133954434,0.017951455,0.00169104,0.09899919,0.050350879,0.012434643,0.029223163,0.005589133,0.058043387
DB_13_A_032,,,,,,,4.109713836,4.441967838,4.95101732,5.06067763,5.090668392,5.357163402,5.508654564,5.702323722,5.817364764,5.877928994,5.922227048,5.957325786,6.028750664,6.150970148,6.312863232,6.324294188,6.374171342,6.43728956,6.446377294,6.620395622,1.534524562,0.043886641,0.022887637,0.004346942,0.001100605,0.004552653,0.008254243,0.048588038,0.041525126,0.185573402,0.09071684,0.131278009,0.193455741,0.085808345,0.083722324,0.454784677,0.025207249,0.004631872,0.193111866,0.024747513
DB_13_A_033,,,,,,,4.047227916,4.998179312,5.171379372,5.2958057,5.528280598,5.717015352,5.845396642,5.958813546,6.03230889,6.034453744,6.29558042,6.415977398,6.556037604,6.646332238,6.731717264,6.738313,6.95447213,6.985454732,6.998745388,7.048275398,1.604930122,0.010570395,0.092532355,0.000257395,0.126628854,0.074801969,0.024029801,0.008979214,0.011590195,0.072640014,0.020287884,0.076172449,0.002690499,0.005033774,0.14393351,0.0285476,0.095486474,0.007984126,0.667797762,0.886805356
DB_13_A_034,,,,,,,3.885768762,4.182328922,4.287339982,4.744082302,4.758463982,5.153860998,5.201382532,5.373330394,5.389150242,5.47018357,5.599655884,5.623125298,5.711436252,5.806801668,5.89692273,5.953755162,5.955900016,5.984588988,6.013860666,6.209315136,0.741445666,0.000547005,0.924679506,0.000496975,0.000265197,0.000413329,9.30E-05,0.016294143,0.005601136,0.001023738,0.000118487,0.001659837,0.022097977,1.924760542,0.19933317,0.012782924,0.374220113,0.000394158,0.078143287,0.028330908
DB_13_A_035,,,,,,,4.13169549,5.026359966,5.08001851,5.246312884,5.494805998,5.503484598,5.736467814,5.82898169,5.922859346,5.932963716,6.209277942,6.265068942,6.338031172,6.404819198,6.469921096,6.57094,6.591123944,6.711198574,6.876265546,6.969238148,1.702500395,0.036308603,0.102798056,0.004144171,0.012156534,0.117961774,0.027394405,0.083811272,0.039610676,0.136018013,0.027212012,0.050419262,0.025217314,0.020511842,0.021331756,0.054324157,0.065430924,0.010878496,0.058467971,0.50161906
DB_13_A_036,,,,,,,4.182068564,5.091003138,5.238266582,5.37068962,5.613826798,5.762664788,5.933967954,5.964776984,5.973889514,6.008417944,6.195850908,6.261510716,6.33506805,6.477322702,6.609398596,6.659325342,6.69231642,6.72740276,6.802794998,6.94963691,1.377226482,0.002034737,0.035896042,0.003193223,0.078904608,0.068464034,0.036448439,0.037346135,0.024761121,0.016271516,0.119632709,0.100258674,0.031890972,0.052415764,0.022881616,0.024912705,0.006741043,0.021613462,0.227469001,0.613033697
DB_13_A_037,,,,,,,4.164723762,5.073720326,5.19246837,5.34211223,5.611619954,5.738153942,5.887339076,6.081566144,6.097014052,6.123706946,6.269098292,6.452997826,6.551499936,6.554686222,6.604650162,6.66479286,6.80191474,6.939011824,6.961563786,7.090217832,1.417762801,0.003583395,0.068714114,0.002918067,0.055508728,0.05738472,0.076543677,0.033498333,0.001071749,0.019974963,0.01138466,0.025178533,0.102128763,0.009491059,0.029160221,0.013619014,0.134678972,0.326018739,0.004102346,0.402242266
DB_13_A_038,,,,,,,4.145432474,4.868297864,5.004849436,5.119158996,5.380409652,5.537678282,5.697885238,5.728520696,5.858203776,5.927620178,6.042276882,6.132633506,6.33060477,6.334993662,6.341254652,6.397293612,6.458006618,6.504102382,6.721476516,6.80885762,1.58476849,0.07843397,0.004675888,0.023778796,0.120734343,0.078644384,0.030981468,0.009545582,0.079963,0.016998286,0.279443673,0.208106822,0.024538509,0.142190899,0.082695201,0.17857585,0.043974775,0.229852318,0.025513565,0.083371779
DB_13_A_039,,,,,,,4.124913784,4.442438962,5.065066522,5.118997822,5.495177938,5.710370024,5.842520306,5.932418204,5.991494674,6.110527872,6.141808026,6.22026257,6.30580877,6.307817246,6.486980744,6.546925074,6.67601305,6.698627002,6.739007288,6.86378076,1.641164778,0.106574332,0.006350694,0.109860389,0.094327427,0.015401431,0.067836755,0.020102057,0.038705312,0.134801149,0.000273791,0.010476814,0.025531054,0.005516819,0.302435426,0.128496235,0.29161499,0.335438103,0.404365796,0.019094822
DB_13_A_040,,,,,,,4.105709282,4.628656922,4.88400613,5.036018008,5.28117606,5.622530194,5.76488403,5.84850854,6.000297254,6.189069202,6.239380286,6.255522482,6.283355992,6.46896645,6.546069612,6.622230526,6.666119446,6.6881011,6.711260564,6.87754254,1.716636822,0.000107357,0.101384306,0.00361874,0.14324328,0.245728236,0.113221811,0.088868313,0.049519849,0.486045126,0.047833673,0.107668331,0.009366835,0.071040688,0.103289214,0.030431061,0.738554687,0.116475594,0.2254085,0.097072424
DB_13_A_041,,,,,,,3.931938914,4.177034976,4.179998098,4.96862248,5.019838618,5.183566606,5.414305784,5.437490044,5.571524822,5.737620828,5.844491588,5.885342998,5.959049108,6.0527036,6.268156044,6.359169762,6.422188796,6.464862712,6.545313334,6.666764142,1.309961043,0.008881532,0.625878521,0.023203493,0.089184997,9.69E-05,8.77E-05,0.059317157,0.00810819,0.013446191,0.060056648,0.006299314,0.163733441,0.007322099,0.016158127,0.037980228,0.061441486,0.193467607,0.087563747,0.009696634
DB_13_A_042,,,,,,,4.13250136,4.159417418,4.251311394,4.579089718,4.833037952,5.045762836,5.071724248,5.368172826,5.460525528,5.70996089,5.731136674,5.822745496,5.936881484,5.938567612,5.957697726,6.021968958,6.224887024,6.304420194,6.48452594,6.50616045,1.482284133,0.334198452,0.195271406,0.044947802,0.001102646,0.00304512,0.06831573,0.005203369,0.021101007,0.03334396,0.033399525,0.109309252,0.015622823,0.004595272,0.008877765,0.039017159,0.08438096,0.005720383,0.047515742,0.094143401
DB_13_A_043,,,,,,,4.131534316,4.497944808,5.062152992,5.07549324,5.134619302,5.252239128,5.329391882,5.415781146,5.668105242,5.82755592,5.903518466,5.922475008,6.00441339,6.21040616,6.313272366,6.343783844,6.364748862,6.51961228,6.520256976,6.656994518,1.356910428,0.00064503,0.003792901,0.001626792,0.042486705,0.003766624,0.006620528,0.104560734,0.146375736,0.261622878,0.012055524,0.038071969,0.067697143,0.126516847,0.013328902,0.03551738,0.022899434,0.157534164,0.057486568,0.082857489
DB_13_A_045,,,,,,,3.875094084,4.064572718,4.135129736,4.954538352,5.060752018,5.364441028,5.403593912,5.61579808,5.721069498,5.77294273,5.848719306,5.9144659,5.946341158,6.045128422,6.154850722,6.307184948,6.315553598,6.339258574,6.429838362,6.516934312,1.021828654,1.15253075,0.003245854,0.139236175,0.390143953,0.164892752,0.014280268,0.299187928,0.418981517,0.104006758,0.020614537,0.146780556,0.609579854,0.460729626,0.019728831,0.043610467,0.126703084,0.42016303,0.139011745,0.00023999
DB_13_A_046,,,,,,,4.130988804,5.052953676,5.197043232,5.24937519,5.509311658,5.516961224,5.531900814,5.586625586,5.745381976,5.884189984,6.060154798,6.073321474,6.265155728,6.268565178,6.286021562,6.37170414,6.47107411,6.554599436,6.554909386,6.608530736,1.568924808,0.001516678,0.094775916,0.007855294,0.001493993,0.002753979,0.000894282,0.09191677,0.066439983,0.047126695,0.054329925,0.002966596,0.066809784,0.122990675,0.10649467,0.295122715,0.010299733,0.079997206,0.137777514,0.01872283
DB_13_A_047,,,,,,,3.995726624,4.893527794,5.022566178,5.447978752,5.744129778,5.80771912,5.88743826,6.06175414,6.310445622,6.396537334,6.533721204,6.704206102,6.710640664,6.725257906,6.821391998,6.940970708,6.99941488,7.069004854,7.21867351,7.322432372,1.624403689,0.010535658,0.066081158,0.046341808,0.00446936,0.079896563,0.002239236,0.145458779,0.035621649,0.121799922,0.010025551,0.042463541,0.007595108,0.002969677,0.133146864,0.024503988,0.060321855,0.147748932,0.147162413,0.00488605
DB_13_A_048,,,,,,,4.043099382,4.861107024,4.907339166,5.062091002,5.346724286,5.369896148,5.709874104,5.800044758,5.831783638,5.84373531,6.00856672,6.106287756,6.258597186,6.398558208,6.486782376,6.588582354,6.630376012,6.689328502,6.699519658,6.866148778,1.726244665,0.011963792,0.109001285,0.008133432,0.017178833,0.011489355,0.050175204,0.012170419,0.057217022,0.052690968,0.026193235,0.088074036,0.011878279,0.346334708,0.020166593,0.189221028,0.184871813,0.123273181,0.385799817,0.067501862
DB_13_A_049,,,,,,,4.100006202,5.025244146,5.100760364,5.272844604,5.286395618,5.50210842,5.718403928,5.843313778,5.879491142,6.00038404,6.078578226,6.279425826,6.39141696,6.518099724,6.58309004,6.613328762,6.676310602,6.870339302,6.882018218,6.96308874,1.688871845,0.004873248,0.120612901,0.00523806,0.006548864,0.125612177,0.031210917,0.076406108,0.008926723,0.035409246,0.032337308,0.007421275,0.049699818,0.018166358,0.118389553,0.018892385,0.029129508,0.005079236,0.044113185,0.112337668
DB_13_A_050,,,,,,,4.210757536,4.78060681,5.0094119,5.083886686,5.240994142,5.54333177,5.552097156,5.610640512,5.79067187,5.962532946,6.069589676,6.469549156,6.513214912,6.580684828,6.583970298,6.584057084,6.63968691,6.74829339,6.749582782,6.863619586,1.449402689,0.013161604,0.05315662,0.030481664,0.151186367,0.017938402,0.092821214,0.000409196,0.041377951,0.104988796,0.115234292,0.146342579,0.09772703,0.095503587,0.04538992,0.000445664,0.067117687,0.000111029,0.001010969,0.104526667
DB_13_A_051,,,,,,,4.170885568,5.037790922,5.21118935,5.34483979,5.610975258,5.672630512,5.803293034,6.056038662,6.138634138,6.40369098,6.489522334,6.559199094,6.679521684,6.701515736,6.752583098,6.836616742,7.025413486,7.118720834,7.153943552,7.161134392,1.53033611,0.001715385,0.095898131,0.005393629,0.13060102,0.032204676,0.076536936,0.010265947,0.06746187,0.104068558,0.018094866,0.007462313,0.01569195,0.084052209,0.04114896,0.025262444,0.145708046,1.154574008,0.038389761,0.228302296
DB_13_A_052,,,,,,,4.132712126,5.049655808,5.056325932,5.249214016,5.520383072,5.571500026,5.73246326,5.883123756,6.032321288,6.078788992,6.25094762,6.285947174,6.372497612,6.468383744,6.486026098,6.527187458,6.567852898,6.568609176,6.676670144,6.803117346,1.591236192,0.007304396,0.051422946,0.04581855,0.071616138,0.000710905,0.023737033,0.08252354,0.055075809,0.015681218,0.056987376,0.02688431,0.032198219,0.060089486,0.141565849,0.06522573,0.010218519,0.001240449,0.002657379,0.705092322
DB_13_A_053,,,,,,,4.107692962,5.011866704,5.130218012,5.214883954,5.565313424,5.737509246,5.863286956,5.99139549,6.066019052,6.097745534,6.279016692,6.308759494,6.4897331,6.577089408,6.655841504,6.689539268,6.909640962,6.942173314,6.96587829,7.037278372,1.575234732,0.001220566,0.048448372,0.019317484,0.084791617,0.040224688,0.038595195,0.084097976,0.010074636,0.107947977,0.042852143,0.04020104,0.167253329,0.006901064,0.01725643,0.006941209,0.979838422,0.022124009,0.163936398,0.051587692
DB_13_A_054,,,,,,,4.139159086,5.069009086,5.287089906,5.49752116,5.661063178,5.805375898,5.899352738,5.982741686,6.020121656,6.101911262,6.232747356,6.253650384,6.358091136,6.427668712,6.489274374,6.584838158,6.634256586,6.742974648,6.76676641,6.813147328,1.225930362,0.002939743,0.005589587,0.000271713,0.039856249,0.142084475,0.000712291,0.011696207,0.008882431,0.042077424,0.018914844,0.008383381,0.014179944,0.060995107,0.043145023,0.006819409,0.009182064,0.001838174,0.057530927,0.232196169
DB_13_A_055,,,,,,,4.041041314,4.82740926,5.069554598,5.225645418,5.484143718,5.65571964,5.7830471,5.85731112,5.957239,6.022353296,6.114991152,6.226796316,6.266283946,6.456518858,6.655767116,6.73062624,6.784569938,6.846212794,6.879179076,6.945062048,1.424782142,0.020205983,0.001989498,0.005353131,0.011365377,0.027900891,0.077184462,0.12544527,0.047147464,0.021485261,0.126112564,0.220749186,0.008656108,0.080906469,0.045664232,0.008042812,0.006234487,0.396554164,0.190532068,0.100850442
DB_13_A_056,,,,,,,4.072594224,4.44827842,5.035832038,5.095925144,5.404127026,5.692616088,5.796461736,5.884983456,5.8958689,5.974063086,6.24834404,6.328075578,6.376936096,6.396276976,6.538444842,6.64384024,6.71822824,6.737978254,6.842728956,6.918183184,1.571691895,0.03862911,0.014818267,0.09399667,0.028872578,0.0012165,0.020836202,0.151252701,0.008141524,0.005414414,0.095136389,0.044690641,0.087218688,0.010402644,0.564166321,0.312100075,0.004746217,0.061112942,0.029726762,0.421049787
DB_13_A_057,,,,,,,4.043942446,4.17471655,4.395574522,4.73523013,5.024029142,5.118229146,5.364391436,5.497508762,5.521548484,5.559250802,5.75725926,5.883768452,5.909221546,6.072899942,6.223498448,6.403827358,6.41478719,6.484761502,6.537552186,6.682013682,1.500374213,0.000136935,0.009498942,0.000651516,0.008342398,0.047730751,0.023855042,0.102561377,0.137962614,0.011472952,0.249541882,0.041557333,0.024963396,0.130655071,0.00275846,0.083541918,0.014445105,0.081197382,0.0391292,0.000132989
DB_13_A_058,,,,,,,4.043744078,4.201335056,4.492526882,4.73113879,4.767055796,4.815866722,5.094908508,5.191178978,5.39282005,5.433597072,5.464158142,5.69756289,5.741736964,5.74579111,5.854471978,5.904683878,5.965434078,6.154168832,6.200004238,6.294538988,0.74801126,0.843327932,0.006192645,0.029558599,0.023471724,0.015733807,0.002854065,0.028603356,0.021089272,0.011513459,0.004400883,0.020466783,0.002726728,0.045718015,0.13361212,0.044396887,0.023520723,0.145534152,0.200471093,0.010248908
DB_13_A_059,,,,,,,4.045789748,5.015958044,5.147612406,5.20244876,5.532458724,5.723425118,5.87485429,5.88793418,6.070705496,6.211546776,6.21914675,6.420006748,6.484749104,6.534948606,6.668673434,6.70074706,6.933073182,6.948992214,6.97406097,7.06345055,1.532446918,0.008832017,0.076137787,0.003748397,0.076828466,0.103097129,0.027266676,0.012706763,0.004507531,0.003962735,0.08074746,0.108249835,0.023067416,0.100507937,0.035198552,0.001298664,1.178394445,0.003517923,0.117703411,0.04922684
DB_13_A_060,,,,,,,4.097365428,5.04927147,5.166221804,5.265480192,5.53440521,5.720895926,5.890017044,6.000991542,6.101836874,6.309181026,6.393351048,6.429181268,6.612808046,6.6961598,6.762439508,6.837323428,6.869446646,6.966659364,6.96996963,7.013895744,1.415155591,0.003806941,0.023025312,0.083211459,0.076450001,0.07320067,0.032508475,0.041093049,0.037102127,0.003295186,0.09195246,0.006870075,0.015772694,0.007525229,0.019693498,0.024501397,0.044153967,0.236634781,0.056644951,0.136611546
DB_13_A_061,,,,,,,4.045690564,4.209604522,4.841059458,4.976036484,5.360907598,5.527437534,5.574711108,5.708919458,5.82482836,5.855277848,5.916585958,5.991631052,6.14798223,6.238896764,6.273115244,6.39699606,6.58408188,6.59709978,6.680736688,6.8300582,1.729066557,0.0513753,0.07294805,0.018349426,0.012683364,0.184188574,0.025991363,0.030014805,0.050575393,0.165880752,0.049917084,0.062055332,0.388978921,0.092413042,0.069037803,0.081791259,0.072633916,0.065797071,0.007971148,0.083936182
DB_13_A_062,,,,,,,4.090744896,4.742284592,4.941855198,5.021673522,5.164473686,5.205845812,5.501029794,5.709167418,5.829998326,5.9343027,5.963264428,6.130947378,6.207257068,6.274590606,6.317202532,6.432305564,6.52587327,6.573779142,6.616329078,6.723881728,1.652057959,0.005581088,0.029290027,0.0031973,0.119777317,0.026041599,0.18954732,0.091462604,0.052524468,0.016167339,0.125346629,0.01617749,0.023563846,0.002599944,0.004081731,0.095117894,0.038941242,0.011017979,0.026918942,0.00515524
DB_13_A_063,,,,,,,4.049409964,4.624044866,4.830347586,5.02658313,5.126101876,5.248556922,5.455206786,5.609214742,5.724826092,5.865568188,5.893364504,5.993354374,6.181097288,6.24623638,6.29310082,6.414626016,6.440252682,6.447790666,6.476318464,6.677761168,1.903738559,0.479458248,0.078585543,0.011501343,0.354538378,0.026550394,0.280076805,0.132588236,0.011836177,0.067288397,0.001726411,0.027846185,0.002457058,0.279293987,0.116702814,0.021003561,0.111232454,0.00138447,0.079353333,0.013915198
DB_13_A_064,,,,,,,4.127257006,4.988446882,5.104653336,5.154394112,5.500223924,5.745741518,5.862927414,5.932901726,5.992288146,6.333716668,6.398459024,6.522017492,6.554996172,6.58253213,6.66094948,6.7302543,6.911401478,6.969994426,7.046366106,7.11862165,1.642330996,0.008673301,0.08141019,0.040437739,0.047973053,0.031275581,0.052581209,0.006208925,0.042799362,0.027817593,0.045121513,0.060095849,0.076807548,0.115804075,0.230356555,0.004570885,0.311638038,0.022241276,1.227906866,0.004568644
DB_13_A_065,,,,,,,4.183618314,5.02639716,5.185885032,5.218541364,5.220872188,5.569404764,5.575021058,5.602333852,5.736207456,5.759528094,5.817339968,5.869287588,5.95401552,6.08382258,6.28380232,6.333915036,6.507263872,6.529109148,6.623110784,6.642860798,1.621640431,0.021333696,0.132998712,0.018883617,0.011139129,0.114303036,0.001534876,0.00796647,0.040488283,0.04985779,0.001402098,0.047733353,0.036274011,0.184040657,0.032560948,0.016173529,0.086782461,0.133283974,0.055121632,0.032736205
DB_13_A_066,,,,,,,4.02352294,4.869550062,5.05187505,5.10785202,5.229922728,5.417454876,5.654690606,5.802933492,5.853517332,5.874073216,6.162835034,6.226932694,6.35329311,6.390933438,6.461540048,6.701379358,6.763009816,6.780391812,6.843162886,6.919497372,1.741585717,0.203340752,0.002692883,0.024716167,0.01489844,0.087270628,0.015030638,0.046259191,0.145869066,0.010102868,0.051719053,0.003270162,0.007265592,0.042847741,0.141511584,0.014107919,0.005874566,0.135707319,0.00423079,0.324674035
DB_13_A_067,,,,,,,4.12568246,5.028145278,5.110170446,5.203465396,5.586575994,5.745691926,5.874817096,6.002541292,6.078193888,6.272197792,6.280789606,6.392619566,6.52698909,6.619465772,6.672380436,6.724092494,6.88138592,6.941218668,6.98906255,7.068298168,1.572005113,0.000416935,0.030132513,0.045074771,0.080967721,0.047487338,0.04312192,0.077555129,0.015056272,0.188982406,0.015670535,0.298602206,0.13274516,0.028402663,0.003132616,0.287188093,0.686768351,0.049857408,0.115684519,0.015271416
DB_13_A_068,,,,,,,4.151854638,4.184808522,4.637695064,4.783346768,5.04456023,5.226600064,5.278981614,5.407920814,5.562337904,5.577525454,5.674031486,5.81088061,6.068845796,6.090157958,6.12424006,6.17593972,6.348383502,6.416225358,6.462717858,6.491357238,0.429825431,1.29286986,0.045264096,0.046866307,0.000984968,0.123331691,0.003118977,0.046007793,0.133842288,0.060188137,0.032359798,0.078196729,0.054869169,0.095231607,0.02324013,0.046498522,0.043110189,0.057150827,0.200952749,0.136105457
DB_13_A_069,,,,,,,3.865039306,4.883782966,4.914740772,5.339583038,5.44321792,5.59651919,5.685698004,5.785935834,5.882739418,6.028701072,6.23483022,6.257233406,6.26749895,6.396413354,6.451001748,6.609832526,6.70459044,6.869880576,6.890287684,6.903789106,1.609693566,0.024887277,0.008596726,0.036269899,0.000655441,0.012368837,0.018543861,0.143445057,0.010788205,0.040502642,0.100023527,0.027869935,0.028746826,0.100371075,0.007985438,0.136514995,0.003521882,0.313065728,0.169836988,0.037950351
DB_13_A_070,,,,,,,4.130716048,5.04214262,5.199274872,5.329354688,5.575095446,5.736542202,5.885566162,6.073110708,6.110465882,6.254505846,6.490117438,6.57676706,6.584379432,6.645935502,6.6843817,6.769295602,6.94362388,6.986496164,6.990761076,7.093776058,1.607097756,0.001972733,0.115771615,9.21E-05,0.12609157,0.06669729,0.060101219,0.043762526,0.062633901,0.005421455,0.074553845,0.06629779,0.005651022,0.00147283,0.018788413,0.107357068,0.059685885,0.382746286,0.021933374,1.358107519
DB_13_A_072,,,,,,,4.182614076,5.077700084,5.217623912,5.292408648,5.404003046,5.480052378,5.629299502,5.680540436,5.832490324,5.871234074,5.903729232,6.065200784,6.123533374,6.159735534,6.25559687,6.261560308,6.36779877,6.476554026,6.507611016,6.584416626,1.235948353,0.000101868,0.037426786,0.002706067,0.00034394,0.004942272,0.000930797,0.024422511,0.131910857,0.014136633,0.017211942,0.085355278,0.026836207,0.02938964,0.013711043,0.012266582,0.033817877,0.033492924,0.066398871,0.040853748
DB_13_A_073,,,,,,,4.096262006,4.998018138,5.094474578,5.456930108,5.711039516,5.732748414,5.86220833,6.001202308,6.013079592,6.233007714,6.274590606,6.419907564,6.5597818,6.578415994,6.63311597,6.67836867,6.780924926,6.952971972,6.957844386,6.999030542,1.531110396,0.002483831,0.067267877,0.038062682,0.014711093,0.088362822,0.092755495,0.005558629,0.040203003,0.095155851,0.005163039,0.041151171,0.051997909,0.012176836,0.020877311,0.013804872,0.007329743,0.01458222,0.009546625,0.005786605
DB_13_A_074,,,,,,,4.096770324,4.108412046,4.373357306,5.028827168,5.140867894,5.483251062,5.498091468,5.677428538,5.772930332,5.869622334,6.013327552,6.059547296,6.194759884,6.24357081,6.457758658,6.51682273,6.578961506,6.681629344,6.704887992,6.812440642,1.650676131,0.000445179,0.048362688,0.006567738,0.161060087,0.024946737,0.001542647,0.145298792,0.222656648,0.087909581,0.011355301,0.094076052,0.369148445,0.004697785,0.120799194,0.114358581,0.130725846,0.157959983,0.126853341,0.011912142
DB_13_A_075,,,,,,,4.148755138,4.87483161,5.052631328,5.170449522,5.547026374,5.736455416,5.87342852,6.013860666,6.084343296,6.263866336,6.361450994,6.373650626,6.504461924,6.5988355,6.63894303,6.680488728,6.797959778,6.898036434,6.965456758,6.979094558,1.645699365,0.060717707,0.010419729,0.117770827,0.09244918,0.033040145,0.0782174,0.039930144,0.012906971,0.012721713,0.160742633,0.07689326,0.07730121,0.020981399,0.103635873,0.124013646,0.069128027,0.361517947,0.168939633,0.413769425
DB_13_A_076,,,,,,,4.210695546,5.116133884,5.325759268,5.356481512,5.402515286,5.688462758,5.822385954,5.834288034,5.910101804,6.147808658,6.156574044,6.158818082,6.257444172,6.502093906,6.527633786,6.57509333,6.586648266,6.60931181,6.67247962,6.850477706,1.339300132,0.000600852,0.029286898,0.006579444,0.001110818,0.041637825,0.011174901,0.116440986,0.03585609,0.03204736,0.037070896,0.031619586,0.007242913,0.020928429,0.020248251,0.026939291,0.037855416,0.052971781,0.029428151,0.118984041
DB_13_A_077,,,,,,,4.078991592,4.88617578,5.01740861,5.103897058,5.361775458,5.604850646,5.673969496,5.734298164,5.813446996,5.90231586,6.01278204,6.270300898,6.404038124,6.430805406,6.53114242,6.58098238,6.585284486,6.673372276,6.721067382,6.741437296,2.021365813,0.341841792,0.004736562,0.001995567,0.070506637,6.52E-05,0.030646186,0.014020216,0.079242669,0.012826579,0.061927722,0.022524489,0.055058637,0.043985845,0.028020528,0.168168078,0.064152886,0.084073198,0.048145048,0.043500315
DB_13_A_078,,,,,,,4.103291672,4.984392736,5.117820012,5.143893006,5.555469412,5.735550362,5.843846892,5.927273034,6.16608331,6.314028644,6.33922138,6.471966766,6.551512334,6.687530792,6.722765908,6.81139921,6.829661464,6.852858122,6.941553414,7.006903272,1.492705616,0.004357355,0.049034172,0.021696409,0.109254739,0.065419465,0.043261759,0.016753296,0.102827812,0.020510986,0.020369407,0.137165485,0.01692105,0.050844398,0.005431943,0.076707044,0.135489427,0.087692421,0.00981625,0.344889326
DB_13_A_079,,,,,,,4.292720714,5.134433332,5.376851426,5.400841556,5.628183682,5.649037118,5.821270134,5.826824438,6.117383966,6.191362832,6.343895426,6.355078422,6.43691762,6.56046369,6.573283222,6.595574826,6.752161566,6.85603201,6.894379024,6.989384898,1.31304141,0.002982806,0.003879685,0.03032658,0.006087794,0.001696082,0.16098748,0.030730469,0.03797786,0.011938474,0.046777243,0.070796194,0.0794715,0.005264974,0.031760149,0.012818009,0.005666681,0.186295484,0.025028706,1.409991884
