DBA_Name,Batch_ID,PL_Lambda_max,absorbance_peak,SO,T80,SO*T80,NumRotatableBonds,NumHeteroatoms,TDOS2.5,TDOS3.9
DB_18_A_052,,,,,,,19,9,1.90815237,7.380439006
DB_18_A_053,,,,,,,18,10,1.946226023,6.892250104
DB_18_A_054,,,,,,,19,10,1.299183941,8.043325285
DB_18_A_055,,,,,,,16,10,1.958444514,8.506423407
DB_18_A_056,,,,,,,16,8,1.926571233,8.329723491
DB_18_A_057,,,,,,,17,12,1.986317173,9.871056455
DB_18_A_058,,,,,,,17,10,1.804617668,12.64902778
DB_18_A_059,,,,,,,19,9,1.867417881,7.110144288
DB_18_A_060,,,,,,,16,11,1.922065377,7.587188574
DB_18_A_061,,,,,,,17,10,1.938966654,8.668396263
DB_18_A_062,,,,,,,17,13,1.962957661,9.229411877
DB_18_A_063,,,,,,,17,8,2.028038177,8.53260296
DB_18_A_064,,,,,,,17,7,2.036393924,7.411764544
DB_18_A_065,,,,,,,18,9,1.936862051,8.8959382
DB_18_A_066,,,,,,,18,9,2.202738684,8.578136967
DB_18_A_067,,,,,,,21,10,1.738515374,7.680789867
DB_18_A_068,,,,,,,19,13,1.766477606,11.22381502
DB_18_A_069,,,,,,,16,9,2.151568382,6.180257946
DB_18_A_070,,,,,,,18,9,1.65578784,7.104119325
DB_18_A_071,,,,,,,16,9,1.971492205,7.791560509
DB_18_A_072,,,,,,,19,10,1.17195161,9.767388712
DB_18_A_073,,,,,,,23,7,1.970289779,7.357010971
DB_18_A_074,,,,,,,16,11,1.668887133,8.573453802
DB_18_A_075,,,,,,,20,11,1.69840542,8.717220633
DB_18_A_076,,,,,,,21,7,1.256925785,8.349606651
DB_18_A_077,,,,,,,20,11,2.093075015,7.502220617
DB_18_A_078,,,,,,,16,9,1.613184013,8.708443525
DB_18_A_079,,,,,,,19,6,1.48370775,8.433633255
DB_18_A_080,,,,,,,16,11,2.245588089,6.041852019
DB_18_A_081,,,,,,,16,8,1.921216596,8.071598737
DB_18_A_082,,,,,,,17,9,1.543439598,9.460712651
DB_18_A_083,,,,,,,19,7,2.130065155,11.39411401
DB_18_A_084,,,,,,,17,9,1.347277159,9.91787929
DB_18_A_085,,,,,,,18,10,1.539390881,8.984879253
DB_18_A_086,,,,,,,20,9,1.683217179,6.998393071
DB_18_A_087,,,,,,,18,6,1.945372899,6.797399597
DB_18_A_088,,,,,,,18,8,2.131417933,9.509725015
DB_18_A_089,,,,,,,24,6,1.797492832,7.025404295
DB_18_A_090,,,,,,,20,9,2.027758638,9.026708093
DB_18_A_091,,,,,,,17,6,1.823133623,9.27289349
DB_18_A_092,,,,,,,20,9,2.033659013,8.359751776
DB_18_A_093,,,,,,,18,8,2.009047968,6.89755175
DB_18_A_095,,,,,,,19,10,1.662849135,7.958187941
DB_18_A_096,,,,,,,16,8,2.31692305,9.646505023
DB_18_A_097,,,,,,,23,11,4.005947497,10.87479885
DB_18_A_098,,,,,,,17,8,1.808829684,6.948711102
DB_18_A_099,,,,,,,19,9,1.941634393,7.44592751
DB_18_A_100,,,,,,,16,7,1.970052808,10.4565172
DB_19_A_001,,,,,,,21,11,3.573471041,10.95854056
DB_19_A_002,,,,,,,28,7,2.133922332,6.459803592
DB_19_A_003,,,,,,,20,9,2.076108155,6.210593995
DB_19_A_004,,,,,,,17,7,2.207875861,5.900869577
DB_19_A_005,,,,,,,19,12,2.180108243,5.775236897
DB_19_A_006,,,,,,,20,10,2.155979605,8.184149348
DB_19_A_007,,,,,,,18,9,2.097795759,7.257160061
DB_19_A_008,,,,,,,19,12,2.23455544,9.636000064
DB_19_A_009,,,,,,,20,8,2.198758297,6.535039228
DB_19_A_010,,,,,,,20,14,1.916825186,11.22870279
DB_19_A_011,,,,,,,18,9,2.316858269,6.364417434
DB_19_A_012,,,,,,,23,8,2.246991594,8.949655528
DB_19_A_013,,,,,,,17,9,2.168640471,9.510203455
DB_19_A_014,,,,,,,19,9,2.17197863,7.229421802
DB_19_A_015,,,,,,,20,9,2.090092242,7.544185474
DB_19_A_016,,,,,,,17,6,2.065801426,6.633897322
DB_19_A_017,,,,,,,18,13,4.76605772,8.260866503
DB_19_A_018,,,,,,,19,10,2.120432797,6.86578599
DB_19_A_019,,,,,,,19,12,2.284304738,9.226807061
DB_19_A_020,,,,,,,20,11,2.115846496,9.122517766
DB_19_A_022,,,,,,,22,11,2.386335966,9.916156799
DB_19_A_023,,,,,,,19,9,2.278140992,7.247254462
DB_19_A_024,,,,,,,19,9,2.036278125,8.360134405
DB_19_A_026,,,,,,,20,12,2.312571668,10.14264706
DB_19_A_027,,,,,,,18,6,2.83068735,13.63018688
DB_19_A_028,,,,,,,17,9,3.018964479,10.58567102
DB_19_A_029,,,,,,,17,7,2.317008205,6.163504716
DB_19_A_030,,,,,,,23,8,2.289877546,7.121469316
DB_19_A_031,,,,,,,21,8,2.196862292,7.312214541
DB_19_A_032,,,,,,,17,8,2.354755496,7.343083143
DB_19_A_033,,,,,,,21,11,2.21084766,6.670320443
DB_19_A_034,,,,,,,18,6,2.901360697,11.82603721
DB_19_A_035,,,,,,,19,9,2.133216018,7.269080417
DB_19_A_036,,,,,,,22,14,2.010174468,6.807440005
DB_19_A_037,,,,,,,20,10,1.852873461,6.608627968
DB_19_A_038,,,,,,,18,10,2.087319264,8.230595575
DB_19_A_039,,,,,,,17,9,2.193757182,7.071342391
DB_19_A_040,,,,,,,17,6,2.341854299,6.519837693
DB_19_A_041,,,,,,,18,11,3.49425363,6.826320711
DB_19_A_042,,,,,,,19,10,3.070181846,8.656464808
DB_19_A_043,,,,,,,18,9,2.083531576,9.422033064
DB_19_A_044,,,,,,,17,10,2.456841167,7.169689819
DB_19_A_045,,,,,,,17,6,3.020271597,9.804426903
DB_19_A_046,,,,,,,21,7,2.234415142,8.050278367
DB_19_A_047,,,,,,,17,7,2.149488329,6.418080401
DB_19_A_048,,,,,,,17,9,2.303274392,8.106352602
DB_19_A_049,,,,,,,19,11,2.237258695,6.440204044
DB_19_A_050,,,,,,,17,9,1.935145064,6.940112405
DB_19_A_051,,,,,,,18,11,2.200119346,6.154565849
DB_19_A_052,,,,,,,20,9,1.933001681,7.287171
DB_19_A_053,,,,,,,19,10,2.182462685,6.800922013
DB_19_A_054,,,,,,,20,10,1.796024159,6.013609661
DB_19_A_055,,,,,,,17,10,2.134861806,7.635987551
DB_19_A_056,,,,,,,17,8,2.193388541,6.95376709
DB_19_A_057,,,,,,,18,12,2.392829703,9.517980867
DB_19_A_058,,,,,,,18,10,2.073382843,10.38600377
DB_19_A_059,,,,,,,20,9,2.1920829,6.445376144
DB_19_A_060,,,,,,,17,11,1.973146156,9.00793851
DB_19_A_061,,,,,,,18,10,2.372563241,7.681480365
DB_19_A_062,,,,,,,18,13,2.195620073,8.837154513
DB_19_A_063,,,,,,,18,8,2.115140599,7.313713515
DB_19_A_064,,,,,,,18,7,2.064078585,7.192043461
DB_19_A_065,,,,,,,19,9,2.019690323,8.392878559
DB_19_A_066,,,,,,,19,9,2.597781026,7.440315362
DB_19_A_067,,,,,,,22,10,2.243841251,6.842038808
DB_19_A_068,,,,,,,20,13,2.165783721,9.918655953
DB_19_A_069,,,,,,,17,9,2.293914304,7.77478177
DB_19_A_070,,,,,,,19,9,2.043600099,6.355552622
DB_19_A_071,,,,,,,17,9,2.256668311,6.194030816
DB_19_A_072,,,,,,,20,10,1.853768467,7.85574426
DB_19_A_073,,,,,,,24,7,2.150033682,6.484162955
DB_19_A_074,,,,,,,17,11,2.124537095,7.43166364
DB_19_A_075,,,,,,,21,11,2.208326957,7.841240515
DB_19_A_076,,,,,,,22,7,2.041645735,6.231656768
DB_19_A_077,,,,,,,21,11,2.39000702,6.726946102
DB_19_A_078,,,,,,,17,9,2.164623315,7.448152617
DB_19_A_079,,,,,,,20,6,2.038675226,6.213517794
DB_19_A_080,,,,,,,17,11,2.214100414,7.048796224
DB_19_A_081,,,,,,,17,8,2.064306865,7.114598075
DB_19_A_082,,,,,,,18,9,2.174183303,8.182225181
DB_19_A_083,,,,,,,20,7,2.388048333,9.900817873
DB_19_A_084,,,,,,,18,9,2.037985633,7.838963139
DB_19_A_085,,,,,,,19,10,2.059051298,7.143984828
DB_19_A_086,,,,,,,21,9,2.081717853,6.085846516
DB_19_A_087,,,,,,,19,6,1.871138311,6.549945709
DB_19_A_088,,,,,,,19,8,2.612386192,8.028590995
DB_19_A_089,,,,,,,25,6,1.99612652,6.303903131
DB_19_A_090,,,,,,,21,9,2.093468426,7.837913617
DB_19_A_091,,,,,,,18,6,2.041622811,7.378191549
DB_19_A_092,,,,,,,21,9,2.228695254,7.845691137
DB_19_A_093,,,,,,,19,8,2.217030208,6.443711163
DB_19_A_094,,,,,,,22,13,2.120492601,6.762669785
DB_19_A_095,,,,,,,20,10,2.252285121,7.451748764
DB_19_A_096,,,,,,,17,8,2.482830757,9.442018533
DB_19_A_097,,,,,,,24,11,4.029220412,10.71838736
DB_19_A_098,,,,,,,18,8,2.245861522,6.313398701
DB_19_A_099,,,,,,,20,9,2.301208679,6.810914511
DB_19_A_100,,,,,,,17,7,2.221590815,8.982000689
DB_20_A_001,,,,,,,20,9,1.720534317,10.32259981
DB_20_A_002,,,,,,,27,5,0.511358952,5.432823573
DB_20_A_003,,,,,,,19,7,0.40994046,5.852844462
DB_20_A_004,,,,,,,16,5,0.477278049,5.791274255
DB_20_A_005,,,,,,,18,10,0.390863529,5.589525431
DB_20_A_006,,,,,,,19,8,0.514462241,10.21985152
DB_20_A_007,,,,,,,17,7,0.36143963,7.01779684
DB_20_A_008,,,,,,,18,10,1.259457392,8.793080606
DB_20_A_009,,,,,,,19,6,0.439423969,6.320796168
DB_20_A_010,,,,,,,19,12,0.519636693,9.571348991
DB_20_A_011,,,,,,,17,7,0.422702762,5.340108339
DB_20_A_013,,,,,,,16,7,0.449263535,8.588455392
DB_20_A_014,,,,,,,18,7,0.545358048,6.187812566
DB_20_A_015,,,,,,,19,7,0.537285799,6.54604479
DB_20_A_016,,,,,,,16,4,0.305649431,6.063443648
DB_20_A_018,,,,,,,18,8,0.408994054,5.547664712
DB_20_A_019,,,,,,,18,10,0.596305909,4.734272722
DB_20_A_020,,,,,,,19,9,0.584193167,7.865104659
DB_20_A_021,,,,,,,22,11,0.497939847,8.243632048
DB_20_A_022,,,,,,,21,9,1.619006291,9.250656241
DB_20_A_023,,,,,,,18,7,0.704361181,6.530713272
DB_20_A_024,,,,,,,18,7,0.737037163,7.776063295
DB_20_A_025,,,,,,,18,7,0.420194661,6.457288991
DB_20_A_026,,,,,,,19,10,0.371978358,8.854076046
DB_20_A_028,,,,,,,16,7,0.915427439,8.924041751
DB_20_A_029,,,,,,,16,5,0.452480756,4.736792187
DB_20_A_030,,,,,,,22,6,0.50650905,6.364645226
DB_20_A_031,,,,,,,20,6,0.389990599,8.070642127
DB_20_A_032,,,,,,,16,6,0.311563826,6.222188328
DB_20_A_033,,,,,,,20,9,0.440948121,5.791751362
DB_20_A_034,,,,,,,17,4,1.405292089,9.167229087
DB_20_A_035,,,,,,,18,7,0.460951701,6.457796233
DB_20_A_036,,,,,,,21,12,0.484013164,5.302908733
DB_20_A_037,,,,,,,19,8,0.441089928,5.912961987
DB_20_A_038,,,,,,,17,8,0.387448921,7.571284098
DB_20_A_039,,,,,,,16,7,0.545062409,6.114824907
DB_20_A_040,,,,,,,16,4,0.350849221,5.896358584
DB_20_A_041,,,,,,,17,9,1.324123161,5.138083068
DB_20_A_042,,,,,,,18,8,1.698056983,8.047385123
DB_20_A_043,,,,,,,17,7,0.45442734,9.526386751
DB_20_A_044,,,,,,,16,8,0.494267864,4.741106569
DB_20_A_045,,,,,,,16,4,1.64302835,8.838996741
DB_20_A_046,,,,,,,20,5,0.431191137,7.969660987
DB_20_A_047,,,,,,,16,5,0.475436526,5.214256619
DB_20_A_048,,,,,,,16,7,0.548534212,6.77267831
DB_20_A_049,,,,,,,18,9,0.442278969,5.849232664
DB_20_A_050,,,,,,,16,7,0.477577817,7.053600936
DB_20_A_051,,,,,,,17,9,0.486948368,5.797892111
DB_20_A_052,,,,,,,19,7,0.580205747,6.375596456
DB_20_A_053,,,,,,,18,8,0.546122512,5.810297197
DB_20_A_054,,,,,,,19,8,0.505988479,4.886971744
DB_20_A_055,,,,,,,16,8,0.457341055,6.452286622
DB_20_A_056,,,,,,,16,6,0.610365224,6.220326114
DB_20_A_057,,,,,,,17,10,0.587122641,10.4264453
DB_20_A_058,,,,,,,17,8,0.432824931,9.344109659
DB_20_A_059,,,,,,,19,7,0.389724401,5.965693456
DB_20_A_060,,,,,,,16,9,0.650355376,7.093938074
DB_20_A_061,,,,,,,17,8,0.608729447,6.277971469
DB_20_A_062,,,,,,,17,11,0.606609422,6.730825404
DB_20_A_063,,,,,,,17,6,0.37836233,6.552514596
DB_20_A_064,,,,,,,17,5,0.409895837,6.210992936
DB_20_A_065,,,,,,,18,7,0.42227064,7.171607859
DB_20_A_066,,,,,,,18,7,0.444379226,6.355670678
DB_20_A_067,,,,,,,21,8,0.425229905,6.15220596
DB_20_A_068,,,,,,,19,11,0.38519528,9.717739764
DB_20_A_069,,,,,,,16,7,0.482051639,6.430493222
DB_20_A_070,,,,,,,18,7,0.449744206,5.810374773
DB_20_A_071,,,,,,,16,7,0.326745701,5.226190409
DB_20_A_072,,,,,,,19,8,0.649451282,6.899945146
DB_20_A_073,,,,,,,23,5,0.560132664,4.919224353
DB_20_A_074,,,,,,,16,9,0.364340583,7.146438281
DB_20_A_075,,,,,,,20,9,0.359704449,7.09566869
DB_20_A_076,,,,,,,21,5,0.31275534,5.792947013
DB_20_A_077,,,,,,,20,9,0.605381781,5.110511056
DB_20_A_078,,,,,,,16,7,0.45856115,6.531377641
DB_20_A_079,,,,,,,19,4,0.349368292,5.364437975
DB_20_A_080,,,,,,,16,9,0.576249645,5.423935403
DB_20_A_081,,,,,,,16,6,0.582022433,6.370411907
DB_20_A_082,,,,,,,17,7,0.453894999,7.560177611
DB_20_A_083,,,,,,,19,5,0.509247824,8.837891057
DB_20_A_084,,,,,,,17,7,0.440804897,6.537171831
DB_20_A_085,,,,,,,18,8,0.365501227,6.499298052
DB_20_A_086,,,,,,,20,7,0.340872901,5.614986153
DB_20_A_087,,,,,,,18,4,0.50817523,5.77247494
DB_20_A_088,,,,,,,18,6,0.61531805,7.065536563
DB_20_A_089,,,,,,,24,4,0.400834309,6.19768564
DB_20_A_090,,,,,,,20,7,0.371981693,6.687180435
DB_20_A_091,,,,,,,17,4,0.425693874,7.098647774
DB_20_A_092,,,,,,,20,7,0.576369354,7.033164903
DB_20_A_093,,,,,,,18,6,0.491881742,6.293307998
DB_20_A_094,,,,,,,21,11,0.396620536,5.989555484
DB_20_A_095,,,,,,,19,8,0.377931877,6.628247359
DB_20_A_096,,,,,,,16,6,0.468690381,7.569104237
DB_20_A_097,,,,,,,23,9,2.369613324,10.34954613
DB_20_A_098,,,,,,,17,6,0.468920383,5.652369072
DB_20_A_099,,,,,,,19,7,0.343701884,5.862013725
DB_20_A_100,,,,,,,16,5,0.426210799,7.726282478
DB_21_A_001,,,,,,,20,9,2.083529489,9.580158738
DB_21_A_002,,,,,,,27,5,0.863838428,5.008306508
DB_21_A_003,,,,,,,19,7,0.647162429,5.583771753
DB_21_A_004,,,,,,,16,5,0.722639651,5.41355539
DB_21_A_005,,,,,,,18,10,0.703764112,5.11566091
DB_21_A_006,,,,,,,19,8,0.594236748,6.857974085
DB_21_A_007,,,,,,,17,7,0.472444883,6.557849889
DB_21_A_008,,,,,,,18,10,1.316574263,8.734474435
DB_21_A_009,,,,,,,19,6,0.553317712,5.881649391
DB_21_A_010,,,,,,,19,12,0.537849533,9.26020564
DB_21_A_011,,,,,,,17,7,0.697544368,5.202419619
DB_21_A_012,,,,,,,22,6,0.656601952,8.169131517
DB_21_A_013,,,,,,,16,7,0.689022021,8.27398514
DB_21_A_014,,,,,,,18,7,0.734084927,5.790398932
DB_21_A_015,,,,,,,19,7,0.67948945,5.969709596
DB_21_A_016,,,,,,,16,4,0.529123734,5.471429433
DB_21_A_017,,,,,,,17,11,2.316859354,8.899073256
DB_21_A_018,,,,,,,18,8,0.520912247,5.643549582
DB_21_A_019,,,,,,,18,10,0.869095074,5.509716729
DB_21_A_020,,,,,,,19,9,0.703995924,7.504251885
DB_21_A_021,,,,,,,22,11,0.940035069,8.223854439
DB_21_A_022,,,,,,,21,9,1.01947813,9.28507183
DB_21_A_023,,,,,,,18,7,0.581290192,6.207804794
DB_21_A_024,,,,,,,18,7,0.759779859,7.308724531
DB_21_A_025,,,,,,,18,7,0.53969227,6.287685627
DB_21_A_026,,,,,,,19,10,0.653122823,8.822672242
DB_21_A_027,,,,,,,17,4,1.503263936,10.76417466
DB_21_A_028,,,,,,,16,7,1.346305721,8.760549264
DB_21_A_029,,,,,,,16,5,0.982750685,4.87774272
DB_21_A_030,,,,,,,22,6,0.506882758,6.020206771
DB_21_A_031,,,,,,,20,6,0.688181381,6.861671263
DB_21_A_032,,,,,,,16,6,0.453735896,5.561926899
DB_21_A_033,,,,,,,20,9,0.64586105,5.30274985
DB_21_A_034,,,,,,,17,4,1.458009548,9.422719014
DB_21_A_035,,,,,,,18,7,0.60767534,6.178550228
DB_21_A_036,,,,,,,21,12,0.541283955,5.807423495
DB_21_A_037,,,,,,,19,8,0.430909684,5.067314427
DB_21_A_038,,,,,,,17,8,0.578976103,7.033642916
DB_21_A_039,,,,,,,16,7,0.518488458,5.97378626
DB_21_A_040,,,,,,,16,4,0.72952384,5.124155144
DB_21_A_041,,,,,,,17,9,1.469106342,5.589032949
DB_21_A_042,,,,,,,18,8,1.933629296,7.979400875
DB_21_A_043,,,,,,,17,7,0.576990006,6.074837046
DB_21_A_044,,,,,,,16,8,0.797723367,4.579466897
DB_21_A_045,,,,,,,16,4,1.738708952,8.660132609
DB_21_A_046,,,,,,,20,5,0.532342858,7.326624038
DB_21_A_047,,,,,,,16,5,0.913636743,5.329043738
DB_21_A_048,,,,,,,16,7,0.754080116,7.084053242
DB_21_A_049,,,,,,,18,9,0.455938287,6.058199007
DB_21_A_050,,,,,,,16,7,0.45821885,6.589131253
DB_21_A_051,,,,,,,17,9,0.809971242,5.332760838
DB_21_A_052,,,,,,,19,7,0.418002524,5.98713055
DB_21_A_053,,,,,,,18,8,0.54004444,5.427906027
DB_21_A_054,,,,,,,19,8,0.254588165,5.230455975
DB_21_A_055,,,,,,,16,8,0.556924509,6.428787138
DB_21_A_056,,,,,,,16,6,0.583961803,5.947532865
DB_21_A_057,,,,,,,17,10,0.459083448,8.91698462
DB_21_A_058,,,,,,,17,8,0.856252832,9.341728982
DB_21_A_059,,,,,,,19,7,1.492724036,5.419643379
DB_21_A_060,,,,,,,16,9,0.765480212,6.360080373
DB_21_A_061,,,,,,,17,8,1.051090828,6.154042469
DB_21_A_062,,,,,,,17,11,0.582874034,5.907365567
DB_21_A_063,,,,,,,17,6,0.684016728,6.030593474
DB_21_A_064,,,,,,,17,5,0.640501947,5.88066735
DB_21_A_065,,,,,,,18,7,0.518034515,6.714942696
DB_21_A_066,,,,,,,18,7,0.998055555,5.378493185
DB_21_A_067,,,,,,,21,8,0.456760549,5.804451446
DB_21_A_068,,,,,,,19,11,0.530299447,9.447782871
DB_21_A_069,,,,,,,16,7,1.166079734,5.762297413
DB_21_A_070,,,,,,,18,7,0.522113403,5.323787604
DB_21_A_071,,,,,,,16,7,0.96112877,4.767042152
DB_21_A_072,,,,,,,19,8,0.540472627,5.911868474
DB_21_A_073,,,,,,,23,5,0.725299672,5.201121946
DB_21_A_074,,,,,,,16,9,0.676297773,6.670413128
DB_21_A_075,,,,,,,20,9,0.428542808,6.773661007
DB_21_A_076,,,,,,,21,5,0.596791926,4.70458016
DB_21_A_077,,,,,,,20,9,0.663707147,5.013669405
DB_21_A_078,,,,,,,16,7,0.523995186,6.263169252
DB_21_A_079,,,,,,,19,4,0.448638634,5.282341476
DB_21_A_080,,,,,,,16,9,1.203063866,5.050762774
DB_21_A_081,,,,,,,16,6,0.69423275,6.002002764
DB_21_A_082,,,,,,,17,7,0.634898074,7.070611009
DB_21_A_083,,,,,,,19,5,0.555889428,8.710256778
DB_21_A_084,,,,,,,17,7,0.432408229,6.438382987
DB_21_A_085,,,,,,,18,8,0.595343338,5.854551105
DB_21_A_086,,,,,,,20,7,0.572902559,5.518198048
DB_21_A_087,,,,,,,18,4,0.478694264,5.29092456
DB_21_A_088,,,,,,,18,6,0.827519043,6.32080472
DB_21_A_089,,,,,,,24,4,0.588567479,5.309823976
DB_21_A_090,,,,,,,20,7,0.473062467,6.110000939
DB_21_A_091,,,,,,,17,4,0.614881035,6.693670271
DB_21_A_092,,,,,,,20,7,0.524867589,6.441895832
DB_21_A_093,,,,,,,18,6,0.570884327,5.839433871
DB_21_A_094,,,,,,,21,11,0.624479684,5.537150144
DB_21_A_095,,,,,,,19,8,0.463404084,6.159317898
DB_21_A_096,,,,,,,16,6,0.669841446,7.273740826
DB_21_A_097,,,,,,,23,9,1.249483016,8.756740768
DB_21_A_098,,,,,,,17,6,0.566317452,5.510613198
DB_21_A_099,,,,,,,19,7,0.682379667,5.664817502
DB_21_A_100,,,,,,,16,5,0.535786571,7.560221561
DB_22_A_001,,,,,,,20,10,1.44142243,10.95075455
DB_22_A_002,,,,,,,27,6,0.446994529,6.548564591
DB_22_A_003,,,,,,,19,8,0.40108722,5.736027736
DB_22_A_004,,,,,,,16,6,0.332903696,5.454955935
DB_22_A_005,,,,,,,18,11,0.273569416,5.166132225
DB_22_A_006,,,,,,,19,9,0.27836534,7.590186881
DB_22_A_008,,,,,,,18,11,1.218312255,10.17363343
DB_22_A_009,,,,,,,19,7,0.3429757,6.108442227
DB_22_A_010,,,,,,,19,13,0.437671571,12.4294612
DB_22_A_011,,,,,,,17,8,0.475713287,6.73949756
DB_22_A_012,,,,,,,22,7,0.330178388,8.116701055
DB_22_A_013,,,,,,,16,8,0.356406831,8.925813339
DB_22_A_014,,,,,,,18,8,0.32210749,7.198703469
DB_22_A_015,,,,,,,19,8,0.269647413,7.53539484
DB_22_A_016,,,,,,,16,5,0.330740933,5.985808616
DB_22_A_017,,,,,,,17,12,1.937804622,12.36522032
DB_22_A_019,,,,,,,18,11,0.912763776,7.481854317
DB_22_A_020,,,,,,,19,10,0.342631039,9.187942704
DB_22_A_021,,,,,,,22,12,0.368860777,9.265184723
DB_22_A_022,,,,,,,21,10,0.789523037,9.968000474
DB_22_A_024,,,,,,,18,8,0.223445926,7.748043833
DB_22_A_025,,,,,,,18,8,0.306304465,7.429665624
DB_22_A_026,,,,,,,19,11,0.486110205,10.46163476
DB_22_A_027,,,,,,,17,5,1.068364219,12.66530121
DB_22_A_028,,,,,,,16,8,0.953711777,9.861722419
DB_22_A_029,,,,,,,16,6,0.583402948,6.470064194
DB_22_A_030,,,,,,,22,7,0.193419457,6.75516278
DB_22_A_031,,,,,,,20,7,0.279805694,7.02318295
DB_22_A_032,,,,,,,16,7,0.509198583,7.493563482
DB_22_A_033,,,,,,,20,10,0.306837274,5.537773755
DB_22_A_034,,,,,,,17,5,1.153495791,10.72403424
DB_22_A_035,,,,,,,18,8,0.346610331,6.693828967
DB_22_A_036,,,,,,,21,13,0.356213108,6.535559431
DB_22_A_037,,,,,,,19,9,0.298418695,5.881505592
DB_22_A_038,,,,,,,17,9,0.402014543,8.663081754
DB_22_A_039,,,,,,,16,8,0.323612587,6.866448941
DB_22_A_040,,,,,,,16,5,0.736029486,6.154610649
DB_22_A_041,,,,,,,17,10,1.413413901,6.605453053
DB_22_A_042,,,,,,,18,9,1.189660498,9.393733582
DB_22_A_043,,,,,,,17,8,0.321423203,9.270724942
DB_22_A_044,,,,,,,16,9,1.052865766,7.80389695
DB_22_A_045,,,,,,,16,5,1.430274962,10.38501557
DB_22_A_047,,,,,,,16,6,0.312473402,5.518463902
DB_22_A_048,,,,,,,16,8,0.397149458,8.561151496
DB_22_A_049,,,,,,,18,10,0.430916558,6.226790582
DB_22_A_050,,,,,,,16,8,0.325604925,6.688651823
DB_22_A_051,,,,,,,17,10,0.353965569,5.73275655
DB_22_A_052,,,,,,,19,8,0.266776025,6.669344748
DB_22_A_053,,,,,,,18,9,0.31545127,6.009295133
DB_22_A_054,,,,,,,19,9,0.316706359,5.569789871
DB_22_A_055,,,,,,,16,9,0.442927472,8.051187475
DB_22_A_056,,,,,,,16,7,0.694017206,7.159322523
DB_22_A_057,,,,,,,17,11,0.32498292,9.175060681
DB_22_A_058,,,,,,,17,9,0.845877401,12.20332446
DB_22_A_059,,,,,,,19,8,0.31078143,5.805816278
DB_22_A_060,,,,,,,16,10,0.309660945,7.772371821
DB_22_A_061,,,,,,,17,9,0.443504748,8.094641302
DB_22_A_062,,,,,,,17,12,0.44104641,8.072787747
DB_22_A_064,,,,,,,17,6,0.387375471,5.979163126
DB_22_A_065,,,,,,,18,8,0.410805142,7.125974841
DB_22_A_066,,,,,,,18,8,0.61021035,7.798422227
DB_22_A_067,,,,,,,21,9,0.312194734,6.172609956
DB_22_A_068,,,,,,,19,12,0.347414792,9.47421281
DB_22_A_069,,,,,,,16,8,0.487905464,7.627319124
DB_22_A_070,,,,,,,18,8,0.331094075,5.450979631
DB_22_A_071,,,,,,,16,8,0.358523907,7.171846844
DB_22_A_072,,,,,,,19,9,0.345433537,7.387830726
DB_22_A_073,,,,,,,23,6,0.316441849,6.564293684
DB_22_A_074,,,,,,,16,10,0.31576882,7.029664613
DB_22_A_075,,,,,,,20,10,0.328001219,7.268130014
DB_22_A_076,,,,,,,21,6,0.384924804,5.726264392
DB_22_A_077,,,,,,,20,10,0.562357301,7.152942016
DB_22_A_078,,,,,,,16,8,0.334477582,6.907552893
DB_22_A_079,,,,,,,19,5,0.382998282,7.108835088
DB_22_A_080,,,,,,,16,10,0.633767861,6.702081056
DB_22_A_081,,,,,,,16,7,0.40778946,6.641453568
DB_22_A_082,,,,,,,17,8,0.310402206,7.513887005
DB_22_A_084,,,,,,,17,8,0.335643586,7.60391374
DB_22_A_085,,,,,,,18,9,0.351811271,6.915854232
DB_22_A_086,,,,,,,20,8,0.286124464,5.89853321
DB_22_A_087,,,,,,,18,5,0.347503717,5.450859253
DB_22_A_088,,,,,,,18,7,0.621407396,8.099357944
DB_22_A_089,,,,,,,24,5,0.325564357,5.538123511
DB_22_A_090,,,,,,,20,8,0.539475263,8.943093914
DB_22_A_091,,,,,,,17,5,0.439956233,7.245972101
DB_22_A_092,,,,,,,20,8,0.341391569,7.745779608
DB_22_A_093,,,,,,,18,7,0.339214357,5.993516692
DB_22_A_094,,,,,,,21,12,0.527541637,5.975359636
DB_22_A_095,,,,,,,19,9,0.329583485,6.577068735
DB_22_A_096,,,,,,,16,7,0.786807058,9.680715419
DB_22_A_097,,,,,,,23,10,2.297725537,9.728109096
DB_22_A_098,,,,,,,17,7,0.374357369,6.192356729
DB_22_A_099,,,,,,,19,8,0.481245823,7.149578006
DB_22_A_100,,,,,,,16,6,0.447003212,9.474936625
