FeatID,FeatA,FeatB,FeatC,FeatD,R2,Creg
1362301,HOMOm1(eV),LUMOp1(eV),SDOS4.2,SDOS4.4,0.72,100
27565,Mass,NumHeteroatoms,TDOS1.8,TDOS1.9,0.72,100
27456,Mass,NumHeteroatoms,TDOS1.6,TDOS1.8,0.72,100
1656632,LUMO(eV),SDOS2.8,SDOS5.0,SDOS5.4,0.72,1000
27566,Mass,NumHeteroatoms,TDOS1.8,TDOS2.0,0.72,100
27567,Mass,NumHeteroatoms,TDOS1.8,TDOS2.1,0.72,100
27455,Mass,NumHeteroatoms,TDOS1.6,TDOS1.7,0.72,100
2937,Mass,HAcceptors,TPSA,T10,0.72,100
818253,Rg,HOMOm1(eV),TDOS2.6,TDOS3.9,0.72,1000
27620,Mass,NumHeteroatoms,TDOS1.9,TDOS2.0,0.72,100
3001,Mass,HAcceptors,RingCount,O3,0.72,100
27406,Mass,NumHeteroatoms,TDOS1.5,TDOS2.2,0.72,100
5857167,TDOS3.8,TDOS4.1,SDOS3.7,SDOS4.9,0.72,1000
27405,Mass,NumHeteroatoms,TDOS1.5,TDOS2.1,0.72,100
47946,Mass,PrimeExcite(osc),TDOS1.7,TDOS4.2,0.72,100
174465,HAcceptors,Rg,TDOS3.8,TDOS3.9,0.72,100
155491,HAcceptors,NumRotatableBonds,S9,O3,0.72,100
57068,Mass,T1,O7,O10,0.72,100
2065039,TDOS2.3,TDOS3.1,TDOS3.3,TDOS4.0,0.72,1000
500177,LogP,NumHeteroatoms,TDOS2.2,TDOS2.3,0.72,100
500410,LogP,NumHeteroatoms,TDOS2.6,TDOS4.0,0.72,1000
11970120,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.2,0.72,100
2065509,TDOS2.3,TDOS3.1,TDOS4.0,SDOS4.6,0.72,1000
22242,Mass,RingCount,TDOS2.7,TDOS4.2,0.72,100
660412,Asphericity,HOMOm1(eV),TDOS1.9,TDOS4.0,0.72,1000
4852424,TDOS3.4,TDOS4.0,SDOS2.8,SDOS3.0,0.72,1000
22243,Mass,RingCount,TDOS2.7,TDOS4.3,0.72,100
11974090,TDOS3.2,TDOS4.0,TDOS4.1,TDOS4.3,0.72,100
24656,Mass,NumRotatableBonds,TDOS1.8,TDOS2.6,0.72,100
805996,Rg,TPSA,TDOS1.5,TDOS4.0,0.72,100
154573,HAcceptors,NumRotatableBonds,T1,O3,0.72,1000
153961,HAcceptors,NumRotatableBonds,NumHeteroatoms,O3,0.72,1000
18597,Mass,TPSA,FreeEnergy,TDOS1.5,0.71,100
9258,Mass,LogP,NumHeteroatoms,TDOS1.8,0.71,100
1530515,NumHeteroatoms,TDOS3.2,TDOS4.0,TDOS4.1,0.71,100
20926,Mass,RingCount,NumHeteroatoms,TDOS2.2,0.71,100
4069827,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.2,0.71,1000
22787,Mass,RingCount,TDOS3.7,TDOS4.7,0.71,1000
1667512,HOMOm1(eV),TDOS2.5,TDOS3.9,TDOS4.0,0.71,100
4393108,S8,TDOS2.0,TDOS3.8,TDOS4.0,0.71,100
9259,Mass,LogP,NumHeteroatoms,TDOS1.9,0.71,100
12141,Mass,Asphericity,NumRotatableBonds,TDOS3.9,0.71,100
4389138,S8,TDOS1.9,TDOS3.8,TDOS3.9,0.71,100
24710,Mass,NumRotatableBonds,TDOS1.9,TDOS2.6,0.71,100
20924,Mass,RingCount,NumHeteroatoms,TDOS2.0,0.71,100
1503838,NumHeteroatoms,TDOS2.3,TDOS3.2,TDOS4.0,0.71,100
6345,Mass,HDonors,NumHeteroatoms,TDOS2.1,0.71,100
21633,Mass,RingCount,TDOS1.6,TDOS2.7,0.71,100
21687,Mass,RingCount,TDOS1.7,TDOS2.7,0.71,100
2786878,DipoleMoment(Debye),TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
4069856,TDOS3.1,TDOS3.2,TDOS4.0,SDOS4.8,0.71,100
4069857,TDOS3.1,TDOS3.2,TDOS4.0,SDOS4.9,0.71,100
4392036,S8,TDOS2.0,TDOS2.1,TDOS3.9,0.71,100
21902,Mass,RingCount,TDOS2.1,TDOS2.6,0.71,100
21849,Mass,RingCount,TDOS2.0,TDOS2.7,0.71,100
4392225,S8,TDOS2.0,TDOS2.4,TDOS3.9,0.71,100
6341,Mass,HDonors,NumHeteroatoms,TDOS1.7,0.71,100
6342,Mass,HDonors,NumHeteroatoms,TDOS1.8,0.71,100
1506429,NumHeteroatoms,TDOS2.4,TDOS2.6,TDOS3.9,0.71,1000
1494765,NumHeteroatoms,TDOS2.0,TDOS2.6,TDOS3.9,0.71,100
21848,Mass,RingCount,TDOS2.0,TDOS2.6,0.71,100
1494875,NumHeteroatoms,TDOS2.0,TDOS2.8,TDOS4.1,0.71,1000
1512316,NumHeteroatoms,TDOS2.6,TDOS2.7,TDOS4.0,0.71,100
6343,Mass,HDonors,NumHeteroatoms,TDOS1.9,0.71,100
6344,Mass,HDonors,NumHeteroatoms,TDOS2.0,0.71,100
21795,Mass,RingCount,TDOS1.9,TDOS2.7,0.71,100
20921,Mass,RingCount,NumHeteroatoms,TDOS1.7,0.71,100
21741,Mass,RingCount,TDOS1.8,TDOS2.7,0.71,100
4404132,S8,TDOS2.3,TDOS2.4,TDOS3.9,0.71,100
4396194,S8,TDOS2.1,TDOS2.4,TDOS3.9,0.71,100
26808,Mass,NumHeteroatoms,HOMOm1(eV),TDOS1.8,0.71,100
27076,Mass,NumHeteroatoms,PrimeExcite(eV),TDOS1.6,0.71,100
1622854,HOMOm1(eV),PrimeExcite(osc),TDOS2.2,TDOS4.0,0.71,100
26806,Mass,NumHeteroatoms,HOMOm1(eV),TDOS1.6,0.71,100
4102866,TDOS3.1,TDOS4.0,SDOS3.7,SDOS4.6,0.71,1000
1498329,NumHeteroatoms,TDOS2.1,TDOS3.8,TDOS3.9,0.71,100
1622800,HOMOm1(eV),PrimeExcite(osc),TDOS2.1,TDOS4.0,0.71,100
1614214,HOMOm1(eV),LUMOp1(eV),TDOS2.4,TDOS4.0,0.71,100
1500814,NumHeteroatoms,TDOS2.2,TDOS3.0,TDOS4.0,0.71,1000
4323849,TDOS3.2,TDOS3.3,TDOS4.0,SDOS2.5,0.71,1000
27077,Mass,NumHeteroatoms,PrimeExcite(eV),TDOS1.7,0.71,100
1500761,NumHeteroatoms,TDOS2.2,TDOS2.9,TDOS4.1,0.71,1000
1619938,HOMOm1(eV),PrimeExcite(eV),TDOS2.2,TDOS4.0,0.71,100
24764,Mass,NumRotatableBonds,TDOS2.0,TDOS2.6,0.71,100
1619884,HOMOm1(eV),PrimeExcite(eV),TDOS2.1,TDOS4.0,0.71,100
4323850,TDOS3.2,TDOS3.3,TDOS4.0,SDOS2.6,0.71,1000
1500651,NumHeteroatoms,TDOS2.2,TDOS2.7,TDOS3.9,0.71,100
4400163,S8,TDOS2.2,TDOS2.4,TDOS3.9,0.71,100
26807,Mass,NumHeteroatoms,HOMOm1(eV),TDOS1.7,0.71,100
26810,Mass,NumHeteroatoms,HOMOm1(eV),TDOS2.0,0.71,100
1615137,HOMOm1(eV),LUMOp1(eV),TDOS4.1,TDOS4.5,0.71,100
26809,Mass,NumHeteroatoms,HOMOm1(eV),TDOS1.9,0.71,100
1615026,HOMOm1(eV),LUMOp1(eV),TDOS3.9,TDOS4.2,0.71,100
4323851,TDOS3.2,TDOS3.3,TDOS4.0,SDOS2.7,0.71,1000
1623829,HOMOm1(eV),PrimeExcite(osc),TDOS4.0,TDOS4.3,0.71,1000
4408290,S8,TDOS2.4,TDOS2.7,TDOS3.9,0.71,100
4073830,TDOS3.1,TDOS3.3,TDOS4.0,SDOS5.3,0.71,1000
1623883,HOMOm1(eV),PrimeExcite(osc),TDOS4.1,TDOS4.3,0.71,1000
24818,Mass,NumRotatableBonds,TDOS2.1,TDOS2.6,0.71,100
20920,Mass,RingCount,NumHeteroatoms,TDOS1.6,0.71,100
24872,Mass,NumRotatableBonds,TDOS2.2,TDOS2.6,0.71,100
1655092,HOMOm1(eV),TDOS2.1,TDOS2.5,TDOS4.0,0.71,100
26805,Mass,NumHeteroatoms,HOMOm1(eV),TDOS1.5,0.71,100
20919,Mass,RingCount,NumHeteroatoms,TDOS1.5,0.71,100
1497573,NumHeteroatoms,TDOS2.1,TDOS2.4,TDOS3.9,0.71,100
12173,Mass,Asphericity,NumHeteroatoms,TDOS1.7,0.71,100
1652176,HOMOm1(eV),TDOS2.0,TDOS2.5,TDOS4.0,0.71,100
1612165,HOMOm1(eV),LUMO(eV),TDOS4.0,TDOS4.3,0.71,100
1612166,HOMOm1(eV),LUMO(eV),TDOS4.0,TDOS4.4,0.71,100
4339786,TDOS3.2,TDOS3.7,TDOS4.1,TDOS4.6,0.71,1000
1612167,HOMOm1(eV),LUMO(eV),TDOS4.0,TDOS4.5,0.71,100
4401045,S8,TDOS2.2,TDOS3.8,TDOS3.9,0.71,100
1497681,NumHeteroatoms,TDOS2.1,TDOS2.6,TDOS3.9,0.71,100
12249,Mass,Asphericity,HOMOm1(eV),TDOS3.9,0.71,100
1497790,NumHeteroatoms,TDOS2.1,TDOS2.8,TDOS4.0,0.71,1000
15094,Mass,Rg,NumHeteroatoms,TDOS2.2,0.71,100
1612221,HOMOm1(eV),LUMO(eV),TDOS4.1,TDOS4.5,0.71,100
4323874,TDOS3.2,TDOS3.3,TDOS4.0,SDOS5.0,0.71,1000
27244,Mass,NumHeteroatoms,SurfaceCharge,TDOS2.2,0.71,100
1509345,NumHeteroatoms,TDOS2.5,TDOS2.6,TDOS3.9,0.71,1000
7687000,TDOS1.5,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
5503,Mass,HAcceptors,TDOS4.1,TDOS4.3,0.71,100
4852299,TDOS3.4,TDOS4.0,SDOS2.6,SDOS3.1,0.71,1000
2400292,T10,TDOS2.2,TDOS3.2,TDOS4.0,0.71,100
2400736,T10,TDOS2.2,TDOS3.9,TDOS4.3,0.71,100
64146,Mass,T4,S3,S9,0.71,100
64141,Mass,T4,S3,S4,0.71,1000
4852487,TDOS3.4,TDOS4.0,SDOS2.9,SDOS3.0,0.71,1000
4340439,S8,O3,TDOS2.1,TDOS3.9,0.71,100
2416610,T10,TDOS2.6,TDOS3.9,TDOS4.1,0.71,100
27731,Mass,HOMOm1(eV),S3,S8,0.71,100
27271,Mass,HOMOm1(eV),T4,S7,0.71,100
2440424,T10,TDOS3.2,TDOS3.9,TDOS4.1,0.71,100
4328280,S8,S10,TDOS1.7,TDOS3.9,0.71,1000
4324752,S8,S9,TDOS2.4,TDOS3.9,0.71,100
2587345,S1,O2,TDOS4.0,TDOS4.6,0.71,100
4324437,S8,S9,TDOS1.9,TDOS3.9,0.71,1000
4324374,S8,S9,TDOS1.8,TDOS3.9,0.71,1000
25651,Mass,NumHeteroatoms,O3,O9,0.71,100
4190753,S7,TDOS3.2,TDOS3.9,TDOS4.1,0.71,100
64147,Mass,T4,S3,S10,0.71,100
4852425,TDOS3.4,TDOS4.0,SDOS2.8,SDOS3.1,0.71,1000
141575,HAcceptors,LogP,T1,O10,0.71,100
456755,LogP,T2,T10,O10,0.71,1000
2387755,T10,TDOS1.9,TDOS2.2,TDOS4.0,0.71,100
711342,Rg,SurfaceCharge,T4,O5,0.71,1000
711117,Rg,SurfaceCharge,FreeEnergy,T4,0.71,1000
556049,Asphericity,NumHeteroatoms,S9,O7,0.71,1000
2388385,T10,TDOS1.9,TDOS3.2,TDOS4.0,0.71,100
2388762,T10,TDOS1.9,TDOS3.8,TDOS3.9,0.71,1000
554969,Asphericity,NumHeteroatoms,SurfaceCharge,S8,0.71,1000
4852362,TDOS3.4,TDOS4.0,SDOS2.7,SDOS3.1,0.71,1000
2396701,T10,TDOS2.1,TDOS3.8,TDOS4.0,0.71,100
4344028,S8,O4,TDOS1.5,TDOS3.7,0.71,1000
292569,HDonors,HOMOm1(eV),T4,S3,0.71,100
2392731,T10,TDOS2.0,TDOS3.8,TDOS3.9,0.71,1000
2392732,T10,TDOS2.0,TDOS3.8,TDOS4.0,0.71,1000
281592,HDonors,TPSA,LUMOp1(eV),T1,0.71,1000
2395694,T10,TDOS2.1,TDOS2.2,TDOS4.1,0.71,100
154500,HAcceptors,NumRotatableBonds,FreeEnergy,T1,0.71,100
4190689,S7,TDOS3.2,TDOS3.8,TDOS4.0,0.71,100
4190688,S7,TDOS3.2,TDOS3.8,TDOS3.9,0.71,100
5353287,TDOS3.6,TDOS4.0,SDOS4.0,SDOS4.3,0.71,1000
1651430,LUMO(eV),SDOS2.6,SDOS5.0,SDOS5.4,0.71,1000
3052,Mass,HAcceptors,NumRotatableBonds,O3,0.71,100
6102426,TDOS3.9,TDOS4.0,TDOS4.7,SDOS4.9,0.71,100
3206441,S3,TDOS3.6,TDOS3.9,TDOS4.1,0.71,100
2928,Mass,HAcceptors,TPSA,T1,0.71,100
1661834,LUMO(eV),SDOS3.0,SDOS5.0,SDOS5.4,0.71,1000
1659233,LUMO(eV),SDOS2.9,SDOS5.0,SDOS5.4,0.71,1000
1654031,LUMO(eV),SDOS2.7,SDOS5.0,SDOS5.4,0.71,1000
1648829,LUMO(eV),SDOS2.5,SDOS5.0,SDOS5.4,0.71,1000
3090516,S3,O3,TDOS2.6,TDOS3.6,0.71,1000
1362095,HOMOm1(eV),LUMOp1(eV),SDOS3.8,SDOS4.2,0.71,100
1362044,HOMOm1(eV),LUMOp1(eV),SDOS3.7,SDOS4.2,0.71,100
6107403,TDOS3.9,TDOS4.1,SDOS4.0,SDOS4.9,0.71,1000
3722794,S5,TDOS4.0,TDOS4.5,TDOS4.6,0.71,1000
3722731,S5,TDOS4.0,TDOS4.4,TDOS4.6,0.71,1000
20031,Mass,RingCount,SDOS3.9,SDOS4.3,0.71,100
3464426,S4,TDOS3.8,TDOS3.9,TDOS4.1,0.71,1000
3186154,S3,TDOS3.1,TDOS3.2,TDOS4.0,0.71,100
3087503,S3,O2,TDOS4.1,TDOS4.7,0.71,1000
25390,Mass,NumHeteroatoms,S8,O3,0.71,100
16108,Mass,TPSA,NumHeteroatoms,O3,0.71,100
3053412,S3,S4,S10,TDOS3.9,0.71,100
4174623,S7,TDOS2.8,TDOS3.5,TDOS3.9,0.71,1000
3055554,S3,S4,TDOS3.8,TDOS3.9,0.71,1000
3055555,S3,S4,TDOS3.8,TDOS4.0,0.71,100
24319,Mass,NumHeteroatoms,DipoleMoment(Debye),O3,0.71,100
16720,Mass,TPSA,T1,O3,0.71,100
3070423,S3,S8,TDOS2.2,TDOS4.0,0.71,1000
5598036,TDOS3.7,TDOS3.9,TDOS4.2,SDOS3.7,0.71,1000
3920861,S6,TDOS2.7,TDOS3.9,TDOS4.1,0.71,100
3071431,S3,S8,TDOS3.8,TDOS4.0,0.71,100
3964526,S6,TDOS3.8,TDOS3.9,TDOS4.7,0.71,1000
13552,Mass,Rg,HOMOm1(eV),S7,0.71,1000
3075022,S3,S9,TDOS3.2,TDOS4.0,0.71,100
8924,Mass,LogP,T1,O10,0.71,100
3079432,S3,S10,TDOS3.9,TDOS4.0,0.71,100
3086929,S3,O2,TDOS3.2,TDOS4.0,0.71,1000
2384793,T10,TDOS1.8,TDOS3.8,TDOS3.9,0.71,1000
1246997,NumHeteroatoms,FreeEnergy,T1,O7,0.71,100
3416734,TDOS1.5,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
1250464,NumHeteroatoms,T1,S8,O6,0.71,1000
4348129,TDOS3.2,TDOS3.9,TDOS4.7,SDOS5.0,0.71,1000
4256,Mass,HAcceptors,TDOS1.8,TDOS3.8,0.71,100
4384350,S8,TDOS1.8,TDOS2.5,TDOS3.9,0.71,100
723417,T4,O1,SDOS5.1,SDOS5.2,0.71,1000
4384161,S8,TDOS1.8,TDOS2.2,TDOS3.9,0.71,100
3743268,S8,S10,SDOS4.2,SDOS4.3,0.71,1000
4085,Mass,HAcceptors,TDOS1.5,TDOS2.9,0.71,1000
38170,T1,T10,TDOS2.3,TDOS4.0,0.71,100
64629,T1,S7,S8,TDOS3.9,0.71,1000
3968,Mass,HAcceptors,ChargeCorrection,TDOS2.0,0.71,100
3966,Mass,HAcceptors,ChargeCorrection,TDOS1.8,0.71,1000
3828,Mass,HAcceptors,PrimeExcite(osc),TDOS4.2,0.71,100
3808,Mass,HAcceptors,PrimeExcite(osc),TDOS2.2,0.71,100
4351821,TDOS3.2,TDOS4.0,TDOS4.3,SDOS2.5,0.71,1000
70110,T1,S8,TDOS2.6,TDOS3.9,0.71,100
4380255,S8,TDOS1.7,TDOS2.3,TDOS3.9,0.71,100
4380192,S8,TDOS1.7,TDOS2.2,TDOS3.9,0.71,100
77320,T1,O2,O9,SDOS3.5,0.71,1000
4384413,S8,TDOS1.8,TDOS2.6,TDOS3.9,0.71,100
4310,Mass,HAcceptors,TDOS1.9,TDOS3.8,0.71,100
4347722,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.4,0.71,1000
3574198,TDOS1.6,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
4388319,S8,TDOS1.9,TDOS2.5,TDOS3.9,0.71,100
4515,Mass,HAcceptors,TDOS2.3,TDOS2.7,0.71,100
4476,Mass,HAcceptors,TDOS2.2,TDOS4.2,0.71,100
4518982,TDOS2.2,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
4388067,S8,TDOS1.9,TDOS2.1,TDOS3.9,0.71,100
4347721,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.3,0.71,100
5466844,TDOS2.8,TDOS3.2,TDOS3.5,TDOS4.0,0.71,1000
6117440,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.4,0.71,1000
5939507,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.1,0.71,100
5939508,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.2,0.71,1000
4384539,S8,TDOS1.8,TDOS2.8,TDOS3.9,0.71,100
6111610,TDOS3.2,TDOS3.7,TDOS4.1,TDOS4.6,0.71,1000
4409,Mass,HAcceptors,TDOS2.1,TDOS2.9,0.71,1000
4364,Mass,HAcceptors,TDOS2.0,TDOS3.8,0.71,100
6117439,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.3,0.71,100
319716,T2,S8,TDOS1.9,TDOS3.9,0.71,100
319905,T2,S8,TDOS2.2,TDOS3.9,0.71,100
4376286,S8,TDOS1.6,TDOS2.3,TDOS3.9,0.71,100
2340756,T10,O3,TDOS3.2,TDOS3.9,0.71,1000
3104,Mass,HAcceptors,LogP,TDOS2.0,0.71,100
4577866,TDOS3.3,TDOS3.4,TDOS4.0,SDOS2.6,0.71,1000
2301508,T10,S3,TDOS3.9,TDOS4.0,0.71,100
2303711,T10,S4,O7,TDOS3.8,0.71,1000
2315178,T10,S7,S10,TDOS3.9,0.71,1000
4577867,TDOS3.3,TDOS3.4,TDOS4.0,SDOS2.7,0.71,1000
2335779,T10,O2,TDOS1.6,TDOS3.9,0.71,100
4368096,S8,O10,TDOS1.9,TDOS3.9,0.71,100
2292373,T10,S1,TDOS2.0,TDOS4.0,0.71,100
4364379,S8,O9,TDOS2.3,TDOS3.9,0.71,1000
2355940,T10,O7,TDOS2.1,TDOS4.0,0.71,1000
2367847,T10,O10,TDOS2.1,TDOS4.0,0.71,100
1361591,HOMOm1(eV),LUMOp1(eV),T4,O4,0.71,100
2371942,T10,TDOS1.5,TDOS2.3,TDOS4.0,0.71,100
4852236,TDOS3.4,TDOS4.0,SDOS2.5,SDOS3.1,0.71,1000
1297538,NumHeteroatoms,S9,O3,O7,0.71,1000
3105,Mass,HAcceptors,LogP,TDOS2.1,0.71,100
3263,Mass,HAcceptors,TPSA,TDOS1.7,0.71,100
4376223,S8,TDOS1.6,TDOS2.2,TDOS3.9,0.71,100
3430,Mass,HAcceptors,NumHeteroatoms,TDOS2.2,0.71,100
320788,T2,S8,TDOS3.6,TDOS4.0,0.71,1000
320914,T2,S8,TDOS3.8,TDOS4.0,0.71,100
3481,Mass,HAcceptors,HOMOm1(eV),TDOS1.9,0.71,100
3480,Mass,HAcceptors,HOMOm1(eV),TDOS1.8,0.71,100
559118,T3,S5,TDOS3.9,TDOS4.1,0.71,100
3479,Mass,HAcceptors,HOMOm1(eV),TDOS1.7,0.71,100
577008,T3,S10,O4,TDOS3.9,0.71,100
4372317,S8,TDOS1.5,TDOS2.3,TDOS3.9,0.71,100
2053664,T9,S4,O7,TDOS3.8,0.71,1000
3374,Mass,HAcceptors,NumRotatableBonds,TDOS2.0,0.71,100
4352913,TDOS3.2,TDOS4.0,SDOS3.7,SDOS4.6,0.71,1000
3322,Mass,HAcceptors,RingCount,TDOS2.2,0.71,100
593640,T3,O4,TDOS2.0,TDOS3.9,0.71,1000
4372254,S8,TDOS1.5,TDOS2.2,TDOS3.9,0.71,100
801227,T4,S3,TDOS3.9,TDOS4.1,0.71,100
904235,T4,TDOS2.3,TDOS3.6,TDOS4.4,0.71,1000
66141,T1,S7,TDOS2.6,TDOS3.9,0.71,1000
1494657,NumHeteroatoms,TDOS2.0,TDOS2.4,TDOS3.9,0.71,100
814581,Rg,NumHeteroatoms,SurfaceCharge,TDOS3.9,0.71,100
69093,TDOS1.5,TDOS3.2,TDOS4.0,SDOS3.7,0.71,1000
1462420,NumHeteroatoms,PrimeExcite(eV),TDOS2.1,TDOS4.0,0.71,1000
181301,HAcceptors,NumRotatableBonds,NumHeteroatoms,TDOS1.7,0.71,1000
1462366,NumHeteroatoms,PrimeExcite(eV),TDOS2.0,TDOS4.0,0.71,1000
1288435,NumRotatableBonds,NumHeteroatoms,TDOS3.9,TDOS4.3,0.71,1000
1286952,NumRotatableBonds,NumHeteroatoms,SurfaceCharge,TDOS1.8,0.71,1000
1279705,TDOS2.0,TDOS2.2,TDOS4.1,SDOS4.1,0.71,1000
569187,TDOS1.7,TDOS3.2,TDOS4.0,SDOS3.7,0.71,1000
4841226,S10,O3,TDOS3.2,TDOS3.9,0.71,100
1288434,NumRotatableBonds,NumHeteroatoms,TDOS3.9,TDOS4.2,0.71,1000
577113,TDOS1.7,TDOS3.4,TDOS4.0,SDOS2.5,0.71,1000
354434,HDonors,LUMOp1(eV),TDOS2.3,TDOS2.6,0.71,100
182080,HAcceptors,NumRotatableBonds,TDOS1.7,TDOS4.0,0.71,100
4857102,S10,O7,TDOS3.2,TDOS3.9,0.71,100
1462148,NumHeteroatoms,PrimeExcite(eV),TDOS1.6,TDOS3.8,0.71,1000
182134,HAcceptors,NumRotatableBonds,TDOS1.8,TDOS4.0,0.71,100
9437329,TDOS2.2,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
485776,LogP,Asphericity,TDOS2.5,TDOS4.0,0.71,1000
811868,Rg,NumRotatableBonds,TDOS1.6,TDOS2.6,0.71,100
1457507,NumHeteroatoms,LUMOp1(eV),TDOS3.8,TDOS4.1,0.71,100
1456912,NumHeteroatoms,LUMOp1(eV),TDOS2.7,TDOS4.0,0.71,100
1456911,NumHeteroatoms,LUMOp1(eV),TDOS2.7,TDOS3.9,0.71,100
811814,Rg,NumRotatableBonds,TDOS1.5,TDOS2.6,0.71,100
182135,HAcceptors,NumRotatableBonds,TDOS1.8,TDOS4.1,0.71,1000
1456857,NumHeteroatoms,LUMOp1(eV),TDOS2.6,TDOS3.9,0.71,100
64600,TDOS1.5,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
182188,HAcceptors,NumRotatableBonds,TDOS1.9,TDOS4.0,0.71,100
1287062,NumRotatableBonds,NumHeteroatoms,FreeEnergy,TDOS2.0,0.71,1000
1331240,TDOS2.0,TDOS3.5,TDOS4.0,SDOS4.2,0.71,1000
1286949,NumRotatableBonds,NumHeteroatoms,SurfaceCharge,TDOS1.5,0.71,1000
4606740,S9,O7,TDOS2.7,TDOS3.9,0.71,1000
1462474,NumHeteroatoms,PrimeExcite(eV),TDOS2.2,TDOS4.0,0.71,1000
1476764,NumHeteroatoms,FreeEnergy,TDOS1.7,TDOS2.0,0.71,1000
4618206,S9,O10,TDOS2.0,TDOS3.9,0.71,100
1476710,NumHeteroatoms,FreeEnergy,TDOS1.6,TDOS2.0,0.71,1000
173602,HAcceptors,Rg,TDOS2.2,TDOS4.0,0.71,100
1356250,TDOS2.0,TDOS4.1,SDOS3.6,SDOS4.1,0.71,1000
814671,Rg,NumHeteroatoms,FreeEnergy,TDOS2.1,0.71,100
1352153,TDOS2.0,TDOS4.0,SDOS3.4,SDOS3.9,0.71,1000
174195,HAcceptors,Rg,TDOS3.3,TDOS3.9,0.71,100
4622616,S9,TDOS1.5,TDOS2.7,TDOS3.9,0.71,1000
4626585,S9,TDOS1.6,TDOS2.7,TDOS3.9,0.71,1000
354272,HDonors,LUMOp1(eV),TDOS2.0,TDOS2.6,0.71,100
1473687,NumHeteroatoms,ChargeCorrection,FreeEnergy,TDOS2.1,0.71,100
1471761,NumHeteroatoms,SurfaceCharge,TDOS3.2,TDOS3.9,0.71,100
1471385,NumHeteroatoms,SurfaceCharge,TDOS2.5,TDOS4.1,0.71,100
1348185,TDOS2.0,TDOS3.9,SDOS3.4,SDOS4.0,0.71,1000
4630554,S9,TDOS1.7,TDOS2.7,TDOS3.9,0.71,1000
354326,HDonors,LUMOp1(eV),TDOS2.1,TDOS2.6,0.71,100
4892823,S10,TDOS2.0,TDOS3.2,TDOS3.9,0.71,100
1218448,RingCount,TDOS3.3,TDOS3.9,TDOS4.0,0.71,100
1221364,RingCount,TDOS3.4,TDOS3.9,TDOS4.0,0.71,100
5409303,O2,TDOS2.4,TDOS4.0,TDOS4.5,0.71,100
4650147,S9,TDOS2.2,TDOS2.3,TDOS3.9,0.71,100
314647,TDOS1.6,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
1465066,NumHeteroatoms,PrimeExcite(osc),TDOS1.6,TDOS4.0,0.71,100
354380,HDonors,LUMOp1(eV),TDOS2.2,TDOS2.6,0.71,100
1465012,NumHeteroatoms,PrimeExcite(osc),TDOS1.5,TDOS4.0,0.71,100
1464959,NumHeteroatoms,PrimeExcite(osc),FreeEnergy,TDOS4.1,0.71,100
807237,Rg,TPSA,TDOS3.8,TDOS3.9,0.71,100
806212,Rg,TPSA,TDOS1.9,TDOS4.0,0.71,100
240939,HAcceptors,TDOS2.2,TDOS2.7,TDOS3.9,0.71,100
240885,HAcceptors,TDOS2.2,TDOS2.6,TDOS3.9,0.71,100
743141,Asphericity,TDOS3.2,TDOS3.9,TDOS4.1,0.71,100
851996,TDOS1.8,TDOS4.0,SDOS3.3,SDOS3.9,0.71,1000
1287228,NumRotatableBonds,NumHeteroatoms,TDOS1.7,TDOS2.4,0.71,1000
1456304,NumHeteroatoms,LUMOp1(eV),TDOS1.6,TDOS2.6,0.71,100
689613,Asphericity,FreeEnergy,TDOS2.0,TDOS2.7,0.71,100
689559,Asphericity,FreeEnergy,TDOS1.9,TDOS2.7,0.71,100
1456250,NumHeteroatoms,LUMOp1(eV),TDOS1.5,TDOS2.6,0.71,100
689505,Asphericity,FreeEnergy,TDOS1.8,TDOS2.7,0.71,100
11962186,TDOS3.2,TDOS3.7,TDOS4.1,TDOS4.6,0.71,1000
1453941,NumHeteroatoms,LUMO(eV),TDOS2.6,TDOS3.9,0.71,100
660466,Asphericity,HOMOm1(eV),TDOS2.0,TDOS4.0,0.71,1000
1453726,NumHeteroatoms,LUMO(eV),TDOS2.2,TDOS4.0,0.71,1000
5596,Mass,HDonors,RingCount,SDOS4.1,0.71,100
1451839,NumHeteroatoms,HOMO(eV),TDOS4.1,TDOS4.3,0.71,100
660196,Asphericity,HOMOm1(eV),TDOS1.5,TDOS4.0,0.71,1000
1450539,NumHeteroatoms,HOMO(eV),TDOS1.7,TDOS3.9,0.71,100
4884885,S10,TDOS1.8,TDOS3.2,TDOS3.9,0.71,100
