FeatID,FeatA,FeatB,FeatC,FeatD,R2,Creg
11970121,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.3,0.71,100
1450756,NumHeteroatoms,HOMO(eV),TDOS2.1,TDOS4.0,0.71,100
1450755,NumHeteroatoms,HOMO(eV),TDOS2.1,TDOS3.9,0.71,100
11970122,TDOS3.2,TDOS3.9,TDOS4.1,TDOS4.4,0.71,1000
1450702,NumHeteroatoms,HOMO(eV),TDOS2.0,TDOS4.0,0.71,100
1450701,NumHeteroatoms,HOMO(eV),TDOS2.0,TDOS3.9,0.71,100
1450648,NumHeteroatoms,HOMO(eV),TDOS1.9,TDOS4.0,0.71,100
1450647,NumHeteroatoms,HOMO(eV),TDOS1.9,TDOS3.9,0.71,100
1287390,NumRotatableBonds,NumHeteroatoms,TDOS2.0,TDOS2.4,0.71,1000
1450594,NumHeteroatoms,HOMO(eV),TDOS1.8,TDOS4.0,0.71,100
235162,HAcceptors,TDOS2.0,TDOS2.8,TDOS4.0,0.71,1000
1456358,NumHeteroatoms,LUMOp1(eV),TDOS1.7,TDOS2.6,0.71,100
1287391,NumRotatableBonds,NumHeteroatoms,TDOS2.0,TDOS2.5,0.71,1000
806104,Rg,TPSA,TDOS1.7,TDOS4.0,0.71,100
1102106,TDOS1.9,TDOS4.0,SDOS3.4,SDOS3.9,0.71,1000
182513,HAcceptors,NumRotatableBonds,TDOS2.5,TDOS4.1,0.71,100
183269,HAcceptors,NumRotatableBonds,TDOS3.9,TDOS4.1,0.71,100
183323,HAcceptors,NumRotatableBonds,TDOS4.0,TDOS4.1,0.71,1000
4940895,S10,TDOS3.2,TDOS3.9,TDOS4.2,0.71,100
184888,HAcceptors,NumHeteroatoms,TDOS1.5,TDOS4.0,0.71,100
1456588,NumHeteroatoms,LUMOp1(eV),TDOS2.1,TDOS4.0,0.71,1000
184942,HAcceptors,NumHeteroatoms,TDOS1.6,TDOS4.0,0.71,100
806158,Rg,TPSA,TDOS1.8,TDOS4.0,0.71,100
185266,HAcceptors,NumHeteroatoms,TDOS2.2,TDOS4.0,0.71,100
1456520,NumHeteroatoms,LUMOp1(eV),TDOS2.0,TDOS2.6,0.71,100
189100,HAcceptors,HOMOm1(eV),TDOS3.9,TDOS4.0,0.71,100
1287444,NumRotatableBonds,NumHeteroatoms,TDOS2.1,TDOS2.4,0.71,1000
197794,HAcceptors,LUMOp1(eV),TDOS3.8,TDOS4.0,0.71,1000
10941769,TDOS2.8,TDOS3.2,TDOS3.5,TDOS4.0,0.71,1000
4940958,S10,TDOS3.2,TDOS4.0,TDOS4.2,0.71,100
4888854,S10,TDOS1.9,TDOS3.2,TDOS3.9,0.71,100
238132,HAcceptors,TDOS2.1,TDOS2.9,TDOS4.0,0.71,1000
1287393,NumRotatableBonds,NumHeteroatoms,TDOS2.0,TDOS2.7,0.71,100
196822,HAcceptors,LUMOp1(eV),TDOS2.0,TDOS4.0,0.71,1000
11692226,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.1,0.71,100
196860,HAcceptors,LUMOp1(eV),TDOS2.1,TDOS2.4,0.71,1000
11692227,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.2,0.71,1000
585733,LogP,TDOS3.2,TDOS4.0,TDOS4.3,0.71,1000
4069826,TDOS3.1,TDOS3.2,TDOS4.0,TDOS4.1,0.71,100
196914,HAcceptors,LUMOp1(eV),TDOS2.2,TDOS2.4,0.71,1000
229384,HAcceptors,TDOS1.8,TDOS2.9,TDOS4.0,0.71,1000
1215533,RingCount,TDOS3.2,TDOS3.9,TDOS4.1,0.71,100
69104,TDOS1.5,TDOS3.2,TDOS4.0,SDOS4.8,0.71,1000
53978,Mass,SurfaceCharge,TDOS2.1,TDOS2.6,0.71,100
1486017,NumHeteroatoms,TDOS1.7,TDOS2.6,TDOS3.9,0.71,100
4420765,S8,TDOS2.7,TDOS3.6,TDOS4.0,0.71,1000
1290376,NumRotatableBonds,HOMOm1(eV),TDOS2.1,TDOS4.0,0.71,1000
842067,Rg,SurfaceCharge,TDOS3.5,TDOS3.9,0.71,1000
4420827,S8,TDOS2.7,TDOS3.7,TDOS3.9,0.71,100
1290214,NumRotatableBonds,HOMOm1(eV),TDOS1.8,TDOS4.0,0.71,1000
4420890,S8,TDOS2.7,TDOS3.8,TDOS3.9,0.71,100
2069483,TDOS2.3,TDOS3.2,TDOS4.0,SDOS5.1,0.71,1000
1485803,NumHeteroatoms,TDOS1.7,TDOS2.2,TDOS4.1,0.71,100
1132912,RingCount,HOMOm1(eV),TDOS2.1,TDOS4.0,0.71,100
1132966,RingCount,HOMOm1(eV),TDOS2.2,TDOS4.0,0.71,100
1483749,NumHeteroatoms,TDOS1.6,TDOS3.8,TDOS3.9,0.71,100
1856344,TDOS2.2,TDOS4.1,SDOS3.6,SDOS4.1,0.71,1000
972136,TPSA,NumHeteroatoms,FreeEnergy,TDOS2.2,0.71,100
1483265,NumHeteroatoms,TDOS1.6,TDOS2.9,TDOS4.1,0.71,1000
54031,Mass,SurfaceCharge,TDOS2.2,TDOS2.5,0.71,100
1133020,RingCount,HOMOm1(eV),TDOS2.3,TDOS4.0,0.71,100
54318,Mass,SurfaceCharge,TDOS2.7,TDOS4.2,0.71,1000
57122,Mass,ChargeCorrection,TDOS2.5,TDOS3.8,0.71,100
1483102,NumHeteroatoms,TDOS1.6,TDOS2.6,TDOS4.0,0.71,100
1133506,RingCount,HOMOm1(eV),TDOS3.2,TDOS4.0,0.71,100
59594,Mass,FreeEnergy,TDOS1.7,TDOS2.6,0.71,100
1133722,RingCount,HOMOm1(eV),TDOS3.6,TDOS4.0,0.71,100
841579,Rg,SurfaceCharge,TDOS2.6,TDOS3.7,0.71,1000
59648,Mass,FreeEnergy,TDOS1.8,TDOS2.6,0.71,100
169581,HAcceptors,Asphericity,NumRotatableBonds,TDOS1.5,0.71,1000
1486018,NumHeteroatoms,TDOS1.7,TDOS2.6,TDOS4.0,0.71,100
7937047,TDOS1.6,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
59702,Mass,FreeEnergy,TDOS1.9,TDOS2.6,0.71,100
28835,Mass,NumHeteroatoms,TDOS4.1,TDOS4.7,0.71,1000
1492120,NumHeteroatoms,TDOS1.9,TDOS3.1,TDOS4.0,0.71,1000
1491849,NumHeteroatoms,TDOS1.9,TDOS2.6,TDOS3.9,0.71,100
319140,TDOS1.6,TDOS3.2,TDOS4.0,SDOS3.7,0.71,1000
975177,TPSA,HOMOm1(eV),TDOS1.6,TDOS3.9,0.71,1000
1022698,TPSA,TDOS2.0,TDOS3.2,TDOS4.0,0.71,100
1491741,NumHeteroatoms,TDOS1.9,TDOS2.4,TDOS3.9,0.71,100
3851687,TDOS3.0,TDOS4.0,TDOS4.2,SDOS4.8,0.71,1000
6191197,O5,TDOS3.2,TDOS4.0,TDOS4.6,0.71,1000
1491635,NumHeteroatoms,TDOS1.9,TDOS2.2,TDOS4.1,0.71,1000
3331600,TDOS2.8,TDOS3.5,TDOS4.0,SDOS2.6,0.71,1000
1489097,NumHeteroatoms,TDOS1.8,TDOS2.9,TDOS4.1,0.71,1000
3319369,TDOS2.8,TDOS3.2,TDOS3.5,TDOS4.0,0.71,1000
1488933,NumHeteroatoms,TDOS1.8,TDOS2.6,TDOS3.9,0.71,100
48054,Mass,PrimeExcite(osc),TDOS1.9,TDOS4.2,0.71,100
972802,TPSA,NumHeteroatoms,TDOS2.6,TDOS4.0,0.71,100
30814,Mass,HOMOm1(eV),TDOS2.4,TDOS2.8,0.71,100
30832,Mass,HOMOm1(eV),TDOS2.4,TDOS4.6,0.71,100
319151,TDOS1.6,TDOS3.2,TDOS4.0,SDOS4.8,0.71,1000
1488825,NumHeteroatoms,TDOS1.8,TDOS2.4,TDOS3.9,0.71,100
1290538,NumRotatableBonds,HOMOm1(eV),TDOS2.4,TDOS4.0,0.71,100
5718947,O3,TDOS3.9,TDOS4.1,TDOS4.4,0.71,1000
1488719,NumHeteroatoms,TDOS1.8,TDOS2.2,TDOS4.1,0.71,100
47838,Mass,PrimeExcite(osc),TDOS1.5,TDOS4.2,0.71,100
47892,Mass,PrimeExcite(osc),TDOS1.6,TDOS4.2,0.71,100
1130590,RingCount,NumHeteroatoms,TDOS3.2,TDOS4.0,0.71,100
48000,Mass,PrimeExcite(osc),TDOS1.8,TDOS4.2,0.71,100
59701,Mass,FreeEnergy,TDOS1.9,TDOS2.5,0.71,1000
818199,Rg,HOMOm1(eV),TDOS2.5,TDOS3.9,0.71,100
1477054,NumHeteroatoms,FreeEnergy,TDOS2.2,TDOS4.0,0.71,100
5413272,O2,TDOS2.5,TDOS4.0,TDOS4.5,0.71,100
4590549,S9,O3,TDOS2.2,TDOS3.9,0.71,100
59755,Mass,FreeEnergy,TDOS2.0,TDOS2.5,0.71,1000
1290160,NumRotatableBonds,HOMOm1(eV),TDOS1.7,TDOS4.0,0.71,1000
71765,Mass,TDOS1.8,TDOS2.6,TDOS4.7,0.71,100
1369702,NumRotatableBonds,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
74626,Mass,TDOS1.9,TDOS2.5,TDOS4.6,0.71,100
74627,Mass,TDOS1.9,TDOS2.5,TDOS4.7,0.71,100
5441051,O2,TDOS3.2,TDOS4.0,TDOS4.1,0.71,100
1477001,NumHeteroatoms,FreeEnergy,TDOS2.1,TDOS4.1,0.71,100
1477000,NumHeteroatoms,FreeEnergy,TDOS2.1,TDOS4.0,0.71,100
1476989,NumHeteroatoms,FreeEnergy,TDOS2.1,TDOS2.9,0.71,100
4896792,S10,TDOS2.1,TDOS3.2,TDOS3.9,0.71,100
77595,Mass,TDOS2.0,TDOS2.6,TDOS4.5,0.71,100
1477096,NumHeteroatoms,FreeEnergy,TDOS2.3,TDOS2.8,0.71,100
4892886,S10,TDOS2.0,TDOS3.3,TDOS3.9,0.71,100
1476946,NumHeteroatoms,FreeEnergy,TDOS2.0,TDOS4.0,0.71,100
83428,Mass,TDOS2.2,TDOS2.6,TDOS4.6,0.71,100
1476927,NumHeteroatoms,FreeEnergy,TDOS2.0,TDOS2.1,0.71,100
1476894,NumHeteroatoms,FreeEnergy,TDOS1.9,TDOS4.2,0.71,100
1602390,TDOS2.1,TDOS4.0,SDOS3.7,SDOS4.0,0.71,1000
1212454,RingCount,TDOS3.1,TDOS3.6,TDOS4.0,0.71,1000
167755,HAcceptors,LogP,TDOS2.2,TDOS2.5,0.71,100
1373057,NumRotatableBonds,TDOS3.2,TDOS4.0,TDOS4.7,0.71,1000
167809,HAcceptors,LogP,TDOS2.3,TDOS2.5,0.71,100
1215532,RingCount,TDOS3.2,TDOS3.9,TDOS4.0,0.71,100
1476839,NumHeteroatoms,FreeEnergy,TDOS1.8,TDOS4.1,0.71,100
1354850,NumRotatableBonds,TDOS2.6,TDOS2.7,TDOS3.8,0.71,100
1450593,NumHeteroatoms,HOMO(eV),TDOS1.8,TDOS3.9,0.71,100
1477271,NumHeteroatoms,FreeEnergy,TDOS2.6,TDOS4.1,0.71,100
4590045,S9,O3,O10,TDOS3.9,0.71,1000
1482887,NumHeteroatoms,TDOS1.6,TDOS2.2,TDOS4.1,0.71,100
1482886,NumHeteroatoms,TDOS1.6,TDOS2.2,TDOS4.0,0.71,100
59862,Mass,FreeEnergy,TDOS2.2,TDOS2.4,0.71,1000
59863,Mass,FreeEnergy,TDOS2.2,TDOS2.5,0.71,1000
1480833,NumHeteroatoms,TDOS1.5,TDOS3.8,TDOS3.9,0.71,100
4900761,S10,TDOS2.2,TDOS3.2,TDOS3.9,0.71,100
1133885,RingCount,HOMOm1(eV),TDOS3.9,TDOS4.1,0.71,100
1480349,NumHeteroatoms,TDOS1.5,TDOS2.9,TDOS4.1,0.71,1000
816150,Rg,NumHeteroatoms,TDOS4.1,TDOS4.2,0.71,100
63017,Mass,TDOS1.5,TDOS2.6,TDOS4.7,0.71,100
1480294,NumHeteroatoms,TDOS1.5,TDOS2.8,TDOS4.0,0.71,1000
1480186,NumHeteroatoms,TDOS1.5,TDOS2.6,TDOS4.0,0.71,100
4896855,S10,TDOS2.1,TDOS3.3,TDOS3.9,0.71,100
1814929,TDOS2.2,TDOS3.1,TDOS3.2,TDOS4.0,0.71,1000
1145332,RingCount,PrimeState,TDOS3.5,TDOS4.0,0.71,100
1142579,RingCount,LUMOp1(eV),TDOS3.8,TDOS4.1,0.71,100
68794,Mass,TDOS1.7,TDOS2.5,TDOS4.6,0.71,100
68849,Mass,TDOS1.7,TDOS2.6,TDOS4.7,0.71,100
71710,Mass,TDOS1.8,TDOS2.5,TDOS4.6,0.71,100
1479971,NumHeteroatoms,TDOS1.5,TDOS2.2,TDOS4.1,0.71,100
65933,Mass,TDOS1.6,TDOS2.6,TDOS4.7,0.71,100
1479647,NumHeteroatoms,TDOS1.5,TDOS1.6,TDOS4.1,0.71,100
1479970,NumHeteroatoms,TDOS1.5,TDOS2.2,TDOS4.0,0.71,100
1479969,NumHeteroatoms,TDOS1.5,TDOS2.2,TDOS3.9,0.71,1000
5191,TDOS1.5,TDOS1.6,TDOS3.4,TDOS4.0,0.7,1000
4348566,S8,O5,TDOS2.4,TDOS3.9,0.7,100
77021,TDOS1.5,TDOS3.4,TDOS4.0,SDOS2.7,0.7,1000
4348440,S8,O5,TDOS2.2,TDOS3.9,0.7,100
77019,TDOS1.5,TDOS3.4,TDOS4.0,SDOS2.5,0.7,1000
77020,TDOS1.5,TDOS3.4,TDOS4.0,SDOS2.6,0.7,1000
4344091,S8,O4,TDOS1.6,TDOS3.7,0.7,1000
9160,TDOS1.5,TDOS1.7,TDOS3.4,TDOS4.0,0.7,1000
7631560,TDOS1.5,TDOS1.7,TDOS3.4,TDOS4.0,0.7,1000
11974092,TDOS3.2,TDOS4.0,TDOS4.1,TDOS4.5,0.7,1000
3908953,S6,TDOS2.4,TDOS3.9,TDOS4.0,0.7,100
5602269,TDOS3.7,TDOS4.0,TDOS4.6,SDOS4.9,0.7,100
5603152,TDOS3.7,TDOS4.0,SDOS3.7,SDOS5.0,0.7,1000
8437141,TDOS1.8,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
3920860,S6,TDOS2.7,TDOS3.9,TDOS4.0,0.7,100
5409367,O2,TDOS2.4,TDOS4.1,TDOS4.6,0.7,100
5440988,O2,TDOS3.2,TDOS3.9,TDOS4.1,0.7,100
5647439,O3,TDOS2.1,TDOS4.0,TDOS4.1,0.7,1000
5603153,TDOS3.7,TDOS4.0,SDOS3.7,SDOS5.1,0.7,1000
5848410,TDOS3.8,TDOS3.9,TDOS4.7,SDOS4.9,0.7,100
8425423,TDOS1.8,TDOS2.8,TDOS3.5,TDOS4.0,0.7,1000
3960620,S6,TDOS3.7,TDOS4.0,TDOS4.7,0.7,1000
5686624,O3,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
8187094,TDOS1.7,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
3825540,S6,S9,TDOS3.8,TDOS3.9,0.7,100
6103371,TDOS3.9,TDOS4.0,SDOS3.9,SDOS4.9,0.7,1000
7881607,TDOS1.6,TDOS1.7,TDOS3.4,TDOS4.0,0.7,1000
6400595,TDOS4.0,SDOS2.9,SDOS3.2,SDOS3.9,0.7,1000
7179477,O9,TDOS2.9,TDOS4.0,TDOS4.5,0.7,1000
7183126,O9,TDOS3.0,TDOS3.5,TDOS4.0,0.7,1000
7627591,TDOS1.5,TDOS1.6,TDOS3.4,TDOS4.0,0.7,1000
3932641,S6,TDOS3.0,TDOS3.7,TDOS4.0,0.7,1000
5409304,O2,TDOS2.4,TDOS4.0,TDOS4.6,0.7,100
4340565,S8,O3,TDOS2.3,TDOS3.9,0.7,100
4190752,S7,TDOS3.2,TDOS3.9,TDOS4.0,0.7,100
4852488,TDOS3.4,TDOS4.0,SDOS2.9,SDOS3.1,0.7,1000
11696195,TDOS3.1,TDOS3.3,TDOS4.0,TDOS4.1,0.7,100
5352213,TDOS3.6,TDOS4.0,TDOS4.6,SDOS4.0,0.7,1000
4328595,S8,S10,TDOS2.2,TDOS3.9,0.7,100
4328470,S8,S10,TDOS2.0,TDOS4.0,0.7,1000
4328343,S8,S10,TDOS1.8,TDOS3.9,0.7,1000
10191880,TDOS2.5,TDOS3.2,TDOS3.9,TDOS4.0,0.7,100
9937423,TDOS2.4,TDOS3.1,TDOS3.2,TDOS4.0,0.7,100
4941021,S10,TDOS3.2,TDOS4.1,TDOS4.2,0.7,1000
9707536,TDOS2.3,TDOS3.6,TDOS3.7,TDOS4.0,0.7,1000
5340817,O2,O3,TDOS2.4,TDOS4.0,0.7,1000
4944862,S10,TDOS3.3,TDOS3.9,TDOS4.0,0.7,1000
9683407,TDOS2.3,TDOS3.0,TDOS3.2,TDOS4.0,0.7,100
4158937,S7,TDOS2.4,TDOS3.8,TDOS4.0,0.7,100
9433360,TDOS2.2,TDOS3.0,TDOS3.2,TDOS4.0,0.7,100
4948831,S10,TDOS3.4,TDOS3.9,TDOS4.0,0.7,100
5353414,TDOS3.6,TDOS4.0,SDOS4.2,SDOS4.4,0.7,1000
4102615,S7,O6,TDOS2.6,TDOS4.0,0.7,1000
8937235,TDOS2.0,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
4099401,S7,O5,TDOS3.8,TDOS3.9,0.7,1000
259207,TDOS1.6,TDOS1.7,TDOS3.4,TDOS4.0,0.7,1000
4380066,S8,TDOS1.7,TDOS2.0,TDOS3.9,0.7,100
4348755,S8,O5,TDOS2.7,TDOS3.9,0.7,100
1810960,TDOS2.2,TDOS3.0,TDOS3.2,TDOS4.0,0.7,100
4397141,S8,TDOS2.1,TDOS3.9,TDOS4.1,0.7,100
1783704,TDOS2.2,TDOS2.3,TDOS4.0,SDOS4.0,0.7,1000
4323878,TDOS3.2,TDOS3.3,TDOS4.0,SDOS5.4,0.7,1000
4605984,S9,O7,TDOS1.5,TDOS3.9,0.7,1000
1622437,TDOS2.1,TDOS4.5,SDOS4.0,SDOS5.3,0.7,100
4606047,S9,O7,TDOS1.6,TDOS3.9,0.7,100
4393172,S8,TDOS2.0,TDOS3.9,TDOS4.1,0.7,100
4606110,S9,O7,TDOS1.7,TDOS3.9,0.7,100
4606236,S9,O7,TDOS1.9,TDOS3.9,0.7,100
1598295,TDOS2.1,TDOS3.9,SDOS3.5,SDOS4.0,0.7,1000
1569386,TDOS2.1,TDOS3.2,TDOS4.0,SDOS4.8,0.7,1000
1352280,TDOS2.0,TDOS4.0,SDOS3.6,SDOS4.0,0.7,1000
4389139,S8,TDOS1.9,TDOS3.8,TDOS4.0,0.7,100
4634523,S9,TDOS1.8,TDOS2.7,TDOS3.9,0.7,1000
4638430,S9,TDOS1.9,TDOS2.6,TDOS4.0,0.7,1000
4638492,S9,TDOS1.9,TDOS2.7,TDOS3.9,0.7,1000
4388256,S8,TDOS1.9,TDOS2.4,TDOS3.9,0.7,100
4646178,S9,TDOS2.1,TDOS2.3,TDOS3.9,0.7,100
4646367,S9,TDOS2.1,TDOS2.6,TDOS3.9,0.7,100
4690656,S9,TDOS3.2,TDOS3.6,TDOS3.9,0.7,100
4388004,S8,TDOS1.9,TDOS2.0,TDOS3.9,0.7,100
4385170,S8,TDOS1.8,TDOS3.8,TDOS4.0,0.7,100
4385169,S8,TDOS1.8,TDOS3.8,TDOS3.9,0.7,100
1314835,TDOS2.0,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
4690847,S9,TDOS3.2,TDOS3.9,TDOS4.1,0.7,100
4347747,TDOS3.2,TDOS3.9,TDOS4.1,SDOS4.6,0.7,100
4856157,S10,O7,TDOS1.7,TDOS3.9,0.7,100
4856220,S10,O7,TDOS1.8,TDOS3.9,0.7,100
4347751,TDOS3.2,TDOS3.9,TDOS4.1,SDOS5.0,0.7,100
4590612,S9,O3,TDOS2.3,TDOS3.9,0.7,100
4323852,TDOS3.2,TDOS3.3,TDOS4.0,SDOS2.8,0.7,1000
4352661,S8,O6,TDOS2.6,TDOS3.9,0.7,100
4590486,S9,O3,TDOS2.1,TDOS3.9,0.7,100
3852945,TDOS3.0,TDOS4.0,SDOS3.9,SDOS4.6,0.7,1000
4412574,S8,TDOS2.5,TDOS3.2,TDOS3.9,0.7,100
3852944,TDOS3.0,TDOS4.0,SDOS3.9,SDOS4.5,0.7,1000
4408920,S8,TDOS2.4,TDOS3.7,TDOS3.9,0.7,100
3852379,TDOS3.0,TDOS4.0,SDOS3.0,SDOS4.7,0.7,1000
3331602,TDOS2.8,TDOS3.5,TDOS4.0,SDOS2.8,0.7,1000
4416985,S8,TDOS2.6,TDOS3.9,TDOS4.0,0.7,100
2569572,TDOS2.5,TDOS3.2,TDOS4.0,SDOS4.6,0.7,1000
2569480,TDOS2.5,TDOS3.2,TDOS3.9,TDOS4.0,0.7,100
2352537,TDOS2.4,TDOS4.0,SDOS3.7,SDOS4.6,0.7,1000
4408228,S8,TDOS2.4,TDOS2.6,TDOS4.0,0.7,1000
2315023,TDOS2.4,TDOS3.1,TDOS3.2,TDOS4.0,0.7,100
2102492,TDOS2.3,TDOS4.0,SDOS3.7,SDOS4.8,0.7,1000
2102295,TDOS2.3,TDOS4.0,SDOS3.4,SDOS4.0,0.7,1000
4420764,S8,TDOS2.7,TDOS3.6,TDOS3.9,0.7,1000
4408164,S8,TDOS2.4,TDOS2.5,TDOS3.9,0.7,100
2085349,TDOS2.3,TDOS3.6,TDOS4.0,SDOS4.1,0.7,1000
2085136,TDOS2.3,TDOS3.6,TDOS3.7,TDOS4.0,0.7,1000
2061007,TDOS2.3,TDOS3.0,TDOS3.2,TDOS4.0,0.7,100
1872484,TDOS2.2,TDOS4.5,SDOS4.0,SDOS5.3,0.7,100
4404636,S8,TDOS2.3,TDOS3.2,TDOS3.9,0.7,1000
1852437,TDOS2.2,TDOS4.0,SDOS3.7,SDOS4.0,0.7,1000
4436767,S8,TDOS3.1,TDOS3.8,TDOS4.0,0.7,100
4069859,TDOS3.1,TDOS3.2,TDOS4.0,SDOS5.1,0.7,1000
4404384,S8,TDOS2.3,TDOS2.8,TDOS3.9,0.7,100
4073795,TDOS3.1,TDOS3.3,TDOS4.0,TDOS4.1,0.7,100
1831334,TDOS2.2,TDOS3.5,TDOS4.0,SDOS4.2,0.7,1000
1814992,TDOS2.2,TDOS3.1,TDOS3.3,TDOS4.0,0.7,1000
4590423,S9,O3,TDOS2.0,TDOS3.9,0.7,100
4861513,S10,O8,TDOS3.9,TDOS4.0,0.7,100
4868316,S10,O10,TDOS2.1,TDOS3.9,0.7,100
4872033,S10,TDOS1.5,TDOS1.7,TDOS3.9,0.7,1000
4384287,S8,TDOS1.8,TDOS2.4,TDOS3.9,0.7,100
827161,TDOS1.8,TDOS3.4,TDOS4.0,SDOS2.6,0.7,1000
827160,TDOS1.8,TDOS3.4,TDOS4.0,SDOS2.5,0.7,1000
819234,TDOS1.8,TDOS3.2,TDOS4.0,SDOS3.7,0.7,1000
814741,TDOS1.8,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
4372191,S8,TDOS1.5,TDOS2.1,TDOS3.9,0.7,100
4372128,S8,TDOS1.5,TDOS2.0,TDOS3.9,0.7,100
4368600,S8,O10,TDOS2.7,TDOS3.9,0.7,100
4577865,TDOS3.3,TDOS3.4,TDOS4.0,SDOS2.5,0.7,1000
803023,TDOS1.8,TDOS2.8,TDOS3.5,TDOS4.0,0.7,1000
4888917,S10,TDOS1.9,TDOS3.3,TDOS3.9,0.7,100
577116,TDOS1.7,TDOS3.4,TDOS4.0,SDOS2.8,0.7,1000
577115,TDOS1.7,TDOS3.4,TDOS4.0,SDOS2.7,0.7,1000
577114,TDOS1.7,TDOS3.4,TDOS4.0,SDOS2.6,0.7,1000
569198,TDOS1.7,TDOS3.2,TDOS4.0,SDOS4.8,0.7,1000
564694,TDOS1.7,TDOS3.1,TDOS3.2,TDOS4.0,0.7,1000
327069,TDOS1.6,TDOS3.4,TDOS4.0,SDOS2.8,0.7,1000
327068,TDOS1.6,TDOS3.4,TDOS4.0,SDOS2.7,0.7,1000
4368223,S8,O10,TDOS2.1,TDOS4.0,0.7,1000
4577868,TDOS3.3,TDOS3.4,TDOS4.0,SDOS2.8,0.7,1000
4602448,TDOS3.3,TDOS4.0,SDOS2.9,SDOS3.8,0.7,1000
327067,TDOS1.6,TDOS3.4,TDOS4.0,SDOS2.6,0.7,1000
327066,TDOS1.6,TDOS3.4,TDOS4.0,SDOS2.5,0.7,1000
4356505,S8,O7,TDOS2.4,TDOS4.0,0.7,1000
4900824,S10,TDOS2.2,TDOS3.3,TDOS3.9,0.7,100
4904730,S10,TDOS2.3,TDOS3.2,TDOS3.9,0.7,100
4920606,S10,TDOS2.7,TDOS3.2,TDOS3.9,0.7,100
4920858,S10,TDOS2.7,TDOS3.6,TDOS3.9,0.7,100
4356441,S8,O7,TDOS2.3,TDOS3.9,0.7,100
4936860,S10,TDOS3.1,TDOS3.8,TDOS3.9,0.7,100
4884948,S10,TDOS1.8,TDOS3.3,TDOS3.9,0.7,100
4880916,S10,TDOS1.7,TDOS3.2,TDOS3.9,0.7,100
4372380,S8,TDOS1.5,TDOS2.4,TDOS3.9,0.7,1000
4876065,S10,TDOS1.6,TDOS1.8,TDOS3.9,0.7,1000
4872096,S10,TDOS1.5,TDOS1.8,TDOS3.9,0.7,1000
4384098,S8,TDOS1.8,TDOS2.1,TDOS3.9,0.7,100
4872978,S10,TDOS1.5,TDOS3.2,TDOS3.9,0.7,100
4876002,S10,TDOS1.6,TDOS1.7,TDOS3.9,0.7,1000
4384035,S8,TDOS1.8,TDOS2.0,TDOS3.9,0.7,100
4383972,S8,TDOS1.8,TDOS1.9,TDOS3.9,0.7,100
4351692,TDOS3.2,TDOS4.0,TDOS4.1,TDOS4.5,0.7,1000
4351717,TDOS3.2,TDOS4.0,TDOS4.1,SDOS4.7,0.7,100
4351718,TDOS3.2,TDOS4.0,TDOS4.1,SDOS4.8,0.7,100
1098138,TDOS1.9,TDOS3.9,SDOS3.4,SDOS4.0,0.7,1000
4351720,TDOS3.2,TDOS4.0,TDOS4.1,SDOS5.0,0.7,100
1081193,TDOS1.9,TDOS3.5,TDOS4.0,SDOS4.2,0.7,1000
4351822,TDOS3.2,TDOS4.0,TDOS4.3,SDOS2.6,0.7,1000
4380381,S8,TDOS1.7,TDOS2.5,TDOS3.9,0.7,100
4376097,S8,TDOS1.6,TDOS2.0,TDOS3.9,0.7,100
4352021,TDOS3.2,TDOS4.0,TDOS4.6,SDOS3.6,0.7,1000
4352038,TDOS3.2,TDOS4.0,TDOS4.6,SDOS5.3,0.7,1000
4380318,S8,TDOS1.7,TDOS2.4,TDOS3.9,0.7,100
4876947,S10,TDOS1.6,TDOS3.2,TDOS3.9,0.7,100
4380129,S8,TDOS1.7,TDOS2.1,TDOS3.9,0.7,100
4352778,TDOS3.2,TDOS4.0,SDOS3.5,SDOS3.7,0.7,1000
1029658,TDOS1.9,TDOS2.2,TDOS4.1,SDOS4.1,0.7,1000
4377295,S8,TDOS1.6,TDOS3.9,TDOS4.0,0.7,1000
4376349,S8,TDOS1.6,TDOS2.4,TDOS3.9,0.7,100
827163,TDOS1.8,TDOS3.4,TDOS4.0,SDOS2.8,0.7,1000
827162,TDOS1.8,TDOS3.4,TDOS4.0,SDOS2.7,0.7,1000
4880034,S10,TDOS1.7,TDOS1.8,TDOS3.9,0.7,1000
4376160,S8,TDOS1.6,TDOS2.1,TDOS3.9,0.7,100
9437392,TDOS2.2,TDOS3.1,TDOS3.3,TDOS4.0,0.7,1000
3178,Mass,HAcceptors,HOMO(eV),PrimeExcite(osc),0.7,1000
3635224,S5,TDOS1.8,TDOS4.1,TDOS4.6,0.7,1000
59700,Mass,FreeEnergy,TDOS1.9,TDOS2.4,0.7,1000
